Regime,avg_vol_126,vol_dispersion_126,avg_pairwise_corr_126,PC1_var,cum_var_3,effective_dimension
0,0.25109629134133904,0.09395715334195631,0.2591570124591426,0.3175655873946216,0.5809540301164888,4.828621217990903
1,0.5656518201379414,0.16610763390406613,0.5364947775031955,0.4841803073959025,0.6852043890780057,2.9673470112779854
2,0.27946652577728753,0.12414341359885973,0.35158692450949003,0.36453351828493236,0.6277554711157112,4.1402171281091
3,0.33172635379497073,0.12104631587693966,0.412755891024875,0.3065856457653827,0.5763718527242702,4.9988683744777935
