regime_id,regime_name,days,avg_daily_return,annualized_return,volatility,sharpe_ratio,max_daily_gain,max_daily_loss,win_rate
0,Calm,1715,0.0015619110569887614,0.3936015863611679,0.08790172596674833,4.477745823899526,0.0248655461986249,-0.0258093996346227,0.6145772594752187
1,Crisis,300,-0.0024244600588930526,-0.6109639348410493,0.3738352438782969,-1.634313363562774,0.105019301839113,-0.109423755078844,0.4266666666666667
2,Elevated Stress,1029,-0.000765686685513198,-0.1929530447493259,0.16462748682161288,-1.1720584968803298,0.0273590111982258,-0.0418226703112273,0.4752186588921283
3,Transition,347,0.002558125646252031,0.6446476628555119,0.1816501064563562,3.548842747363855,0.0549540788412821,-0.0576489045326726,0.590778097982709
