,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
2011-01-04,-1.810349826200908,-9.040697188801131,-1.6069374814169484,1.1308175705098427,0.7782923800019046,-1.4444048207595062,-4.499898256619055,2.448773944665399,0.7052096967449669,0.7243821771602841,1.198058325050233,0.2467816207807013,-2.5829391696092494,-2.697929768499374,-3.3601256428577564
2011-01-05,-1.664211426688263,-9.151796424716744,-1.549163788462772,1.2241732412780275,1.080707523423571,-1.4263292586487615,-4.881363744989328,2.8588874516812885,0.42964167607578785,0.9169816474192627,1.2598933938359915,0.2025281706602189,-2.7320383590364408,-2.7292051981277887,-3.5207511464795864
2011-01-06,-1.6554148382581333,-9.005957050218031,-1.6778711773129267,1.5864181572144902,1.2787059307013893,-1.5365702141462008,-4.861732158282022,3.194352068096309,0.27948572839722485,0.7403423342074684,1.0542082357016191,0.3437310785246865,-3.3628470898967335,-3.103097504480761,-3.3871553328169335
2011-01-07,-1.5383388563318958,-9.165303044126794,-1.7923201401815936,1.9100377391272008,1.2868041619344115,-1.600358037484112,-4.603054357041944,3.511169118108862,-0.34130088485696025,0.687722724011073,1.2371583465583134,0.6157597624461754,-3.1404053346469873,-2.85594498606282,-3.214845860023505
2011-01-10,-1.531787802466302,-9.30818253703346,-1.854063512228274,1.9270194591256564,1.2766604120610354,-1.694134299490568,-4.347733333921513,3.5361752384385405,-0.5071368153356964,0.8004065357217259,1.258406519419329,0.7206216110281075,-3.0379030257323882,-2.74533217284023,-3.0499877178013826
2011-01-11,-1.4304824394160711,-9.232281057503773,-1.8238827227003418,1.8609829700677682,1.2955532503483413,-1.6627103995393828,-4.444776673385921,3.4392362419959994,-0.48372448885061964,0.9160799593902144,1.2885360098339615,0.8278446440273708,-2.9741847355245867,-2.7647428594727796,-3.1134150998230745
2011-01-12,-1.1076918834704834,-8.941021976408141,-2.045166003989277,2.274836222285947,1.391074845703526,-2.020117318818935,-4.498437132366252,3.608482775787842,-0.767222676104818,0.6473537331424003,1.0401595539911515,0.7672910291240937,-3.1067690116101647,-2.674891105765081,-3.350925532237562
2011-01-13,-1.0304338892781417,-8.824844891275688,-1.8761882093366298,2.493403035735399,1.3372825533871182,-1.7934483155468222,-4.770281558962054,3.751831013216254,-0.7199751974979562,1.2156881746538981,1.7247830873617387,0.3299634999945009,-3.087483944151814,-2.262627836842986,-3.539001626130436
2011-01-14,-1.0164117975757447,-8.862407195506732,-1.9196782061381383,2.4812283560683586,1.1485996497360536,-1.874789253487925,-4.878656516259694,3.760932374268056,-0.6315160325879613,1.3740975133282796,1.529951272852904,0.31656459326692965,-3.0727445114031364,-2.257557431098383,-3.5422117997513745
2011-01-18,-0.9522400242821523,-8.939140374394116,-1.9472370652540756,2.6315543146864093,0.9543072496401545,-2.0948698660403666,-4.694858688360224,3.7391492386676966,-0.6928682803312703,1.2042192357676864,1.5549093637378313,0.17547430147415877,-2.8612382068622746,-2.1555364504132366,-3.173270498238308
2011-01-19,-0.6076289492113591,-8.885840419344113,-1.81057321844751,2.9677527036534306,1.1082350678391368,-2.099214565903311,-4.645095296072102,3.658743015868135,-0.9484868102700432,0.9842096759288737,1.427606642322373,0.4133442917091429,-2.596832034948047,-2.0099698713568888,-3.1626190816406434
2011-01-20,-0.9845269131964787,-9.265576024526084,-1.9714787732547547,3.4729647144056455,1.4928991493746715,-2.243429382228788,-4.2558083371430655,3.8465887035350437,-0.9770756071054104,0.9947567489878785,1.2300533129266535,0.2955558620125443,-2.689352652617285,-2.0657235242573204,-3.7011722700797676
2011-01-21,-1.076907314861002,-9.148220889117798,-2.2029762792568257,3.286652767227859,1.6611487180885316,-2.3028166194699,-4.482490408918738,3.8732963364246906,-1.0271199940059463,1.1648346497083202,1.1591687779552204,0.34281306362131236,-2.6938341992168806,-2.4155479569268294,-3.5977591017186477
2011-01-24,-1.0542293821591795,-8.945020669963606,-2.301817970769921,3.300738475564482,1.733343915105067,-2.4996061899590805,-4.396119467521757,3.9171434826291,-1.0853888973328594,1.2456008572522208,1.238932858266607,0.5269102021247071,-2.7244530320441283,-2.4092118175513306,-3.3698941073815427
2011-01-25,-1.181474434404406,-8.827042661232348,-2.324206944070215,3.3136408335933436,1.8982992232609448,-2.4807409700021816,-4.35795740368218,3.8335430949410108,-0.8218871764458016,1.3829157383570512,1.1740717470462334,0.36933753447443096,-2.7753851372167384,-2.5552959847985997,-3.4618548466783245
2011-01-26,-1.2602731133538458,-9.005843264627085,-2.1146995373426836,3.8264690401192674,1.845403963969869,-2.056918418428885,-4.4620957666232615,4.0187711333468865,-0.5134155548044756,1.5304808690038332,0.3916167655387994,0.3201959049368891,-2.744629180792206,-3.0822061371883893,-3.4839592228787173
2011-01-27,-1.2942528119929986,-9.234485482846194,-2.325355441288954,3.886690128305921,2.150359804847475,-1.519852294514684,-3.927159548916787,3.9135753430412503,-0.9067348643001587,2.0568635939319333,0.4648599053085748,0.2438294741427908,-2.9574448675583853,-3.0012325660859305,-2.802232408118498
2011-01-28,-1.1175835700919212,-9.35145965193286,-2.391755090067209,4.069929149191109,2.1571233844636377,-1.3049079092157505,-4.084498248198136,3.6974209516408534,-0.7809380410284181,2.1698165808784933,0.3040820103888288,0.31427232848176706,-2.9920036031161734,-2.7233448366142343,-2.4870255578123848
2011-01-31,-1.1715417928729632,-9.416220004130498,-2.2396028371160637,4.075638535062274,2.295371830548234,-1.2712983665106539,-4.069407753293969,3.734150947428828,-0.675869321378623,2.179061481700683,0.2282133148321313,0.28831428421124944,-2.8965281343542215,-2.7079171467951917,-2.5127784135175713
2011-02-01,-1.1275463407422086,-9.394355319619274,-2.2189378868385625,4.307227286535521,2.2353832647844794,-1.23918231804834,-4.111543671760254,3.619682293251582,-0.481968748123295,2.117231396124879,0.1569928208525668,0.3365414192925038,-3.0187119446274284,-2.584066099976275,-2.583527693739062
2011-02-02,-1.5638559330028743,-9.406006791024396,-2.3357611317218296,4.337947219915431,2.559682560957028,-1.4339334514461752,-3.8869146495035105,3.8697038194165096,-0.48382169874580394,1.9441730719844459,0.5458844065543296,0.263782714038208,-2.847925109342215,-2.56822084339039,-2.4982263810461403
2011-02-03,-1.4374114777509517,-9.277835881762137,-2.7094483296750806,4.532186853785522,2.4009261410488554,-1.6136158960455513,-3.851384284442837,3.6199859661414497,-0.4172684807821997,2.0042124889725375,0.5377555519741206,0.29712791850996456,-3.0192617400734845,-2.594986743645116,-2.348846690985945
2011-02-04,-1.560951525883851,-9.24740978918533,-2.7691654909335868,4.62981863571411,2.3602918121104044,-1.6557807954898003,-3.854419211372495,3.6414592151983287,-0.3378938451702678,1.9595522875918443,0.40697119336261967,0.23660219270516972,-3.039562130995384,-2.7878874621117298,-2.2130276368549904
2011-02-07,-1.4540749190304143,-9.570347056889219,-2.594609709510139,4.5952004151330845,2.352012895209827,-1.359907914055512,-3.629893966265873,3.465855428110194,0.12145024490378646,2.0212111187057493,0.6922129135854753,0.16828864222998602,-3.613774839759276,-2.280144861016628,-2.1056134111613027
2011-02-08,-1.4536173341552765,-9.557471407600946,-2.654566139494044,4.551489095542332,2.413026959155665,-1.4268609386143358,-3.6630210611823,3.4296414211385113,0.042602020875279444,2.015327589941187,0.8294299797102959,0.19462780517264794,-3.6824986633192887,-2.296023001417073,-2.2034610951723654
2011-02-09,-1.4514952359870181,-9.593787332458868,-2.706182919995531,4.606883887733767,2.44748763917906,-1.3373697570885419,-3.5853756554078995,3.4429246001290728,0.0887261321862564,2.011357978997425,0.9221674816423009,0.15020761627891818,-3.70141637925919,-2.227095773570785,-2.3710149277577
2011-02-10,-1.5543975424516185,-9.569492194296805,-2.745225237850332,4.820210278139899,2.6647215932565826,-1.36899711032459,-3.456380898518232,3.219675289709081,0.3183194613618632,1.9798243243081097,0.6620983874069614,-0.060456900283253776,-3.802034790712555,-2.475021899954528,-2.468172609416398
2011-02-11,-1.391352377125093,-9.869585460948691,-2.9264854499348534,4.087984673531468,2.172286733724869,-1.0759573636831476,-3.025210106286313,3.103238572145113,0.42300911860844714,3.2070929119806495,0.8068489307936894,-0.5213081242493136,-2.4965992894022557,-2.3783824496787886,-2.6259274148050262
2011-02-14,-1.3275538920267567,-9.84869367738902,-2.952729682541744,4.1084452638528095,2.2614075791073787,-0.9916786081745584,-2.913074223052562,3.0736766543634744,0.4474468521823372,3.3484006560443844,0.7360204618645733,-0.49079549571060777,-2.563842951949521,-2.3873166798368013,-2.6688661653969747
2011-02-15,-1.349876708532914,-9.830074748342378,-2.915013664359257,4.173991351162125,2.3212496843050325,-0.9598890398822122,-2.8096877714287767,3.1245845209640675,0.3653146185870059,3.3220486257099764,0.7200350775673036,-0.569288917784618,-2.537858550855497,-2.402857316099647,-2.7618851631005126
2011-02-16,-1.409965565312953,-9.62700999670882,-3.1664966257873615,4.064137080890855,2.1635212087443394,-0.9359355582393744,-3.013202446976469,3.23678782961699,0.4783482635155007,3.1031695277288747,1.037469746269884,-0.3125301659978007,-2.9378003471518372,-2.566251685427103,-3.1450515919343296
2011-02-17,-1.607263440208622,-9.63886385350651,-2.8108123301913817,4.348484499195637,2.04083717941664,-0.6317293348423636,-3.364663121919037,3.116766769057747,0.6736630080430434,3.111558089153288,1.2564976446441074,-0.15404507835564898,-3.25995371379372,-2.8323844585693605,-3.056399839117406
2011-02-18,-1.460855554439915,-9.363413154922535,-2.7193363520506457,4.219273879744143,1.735250079963339,-0.4269286167484075,-3.4787937601465484,3.0078413944388505,0.9350816503880327,3.240043779843899,1.332782975643183,-0.17791457996580795,-3.176107457757778,-2.7719659677017208,-2.678180139660745
2011-02-22,-0.6503278143468694,-9.685086997693098,-2.3722204794738935,4.699010878958149,1.6620958923926945,-0.4109504532634026,-3.3730895984100497,2.6306625332784623,0.8656003292171024,3.0162006161535517,0.9250651645777702,0.1346759646243562,-3.313220035025946,-1.9849888043153303,-3.035529867902636
2011-02-23,-1.2153329772283363,-9.98590135041212,-2.0927814975060874,4.653356428922073,1.4294050280562594,-0.31818491331197535,-3.4940230604389746,2.8386664199285114,0.9724568495273366,2.4056952258576545,0.8705599097057233,-0.16845189853039955,-3.4366654535878705,-0.9064669317184876,-2.4160486849311806
2011-02-24,-1.1050181055660948,-10.004580008833111,-2.116211526471081,4.576751770042885,1.3773222462045323,-0.3037045653203773,-3.5257833291094642,2.953751104078861,0.9109170328990798,2.2843740982682657,0.8417023079356729,0.04347318462222634,-3.4232759521834026,-0.8380100330402671,-2.3808521039713786
2011-02-25,-1.036342689111701,-9.9581063922803,-2.2374078686186594,4.4371312251270965,1.1268909127030429,-0.5716290458522992,-3.340237871809553,2.9180579942077145,0.9586982474084904,1.9650547459713392,1.0171087649468409,-0.11623407002289408,-3.322854893231933,-0.37435780310838845,-2.160049508240744
2011-02-28,-1.0721620538030614,-9.90040285920172,-2.1321561093222914,4.28843139924341,0.867665151525751,-0.9079945931903504,-3.661916220246536,3.07779042133313,1.267601620600724,1.5418197891863945,1.0597935443719444,-0.15391192315624674,-3.2129533641180004,-0.3673819351491187,-2.2562897069874968
2011-03-01,-0.7510015206286385,-10.002447503008094,-1.8517278957244012,4.217515075528141,0.8907976369874286,-1.031348041750253,-3.711368056506254,3.0586900541038564,1.1575314796831313,1.3040696887395669,0.9617630670701179,-0.2757217551405548,-3.1943325638109217,-0.3336701303969162,-2.5012781809105866
2011-03-02,-0.7448291807370154,-9.973646750598762,-1.8685000817252788,4.110550704478815,0.9006575911708858,-1.0439720973677205,-3.859223289976079,3.016647828030997,1.2155238057971165,1.3939770559978855,0.9208893979002352,-0.32057324434892404,-3.2933430793905454,-0.3999065144707479,-2.561379344962746
2011-03-03,-0.7868999430807094,-10.028155139720095,-1.9035968236245717,3.9955381227283553,0.9738784658541733,-1.0688440207266465,-3.854784180560957,3.037566898834887,1.240620664869056,1.2834443834419258,0.9399212939591255,-0.4204768364496587,-3.326293639440414,-0.41647771105972653,-2.70187682441083
2011-03-04,-0.4411262509039138,-10.003232747737766,-1.8848903855520303,3.984923661688256,0.7890246536666554,-0.8235308691332703,-3.942863338836998,2.8326672676514284,1.1083387724993632,1.3586300546405592,0.649743480979148,-0.5269182732475491,-3.3202954804363274,-0.23747106829365772,-2.9143984401396144
2011-03-07,-0.4094687589651222,-9.788672975703662,-1.5634256019796655,4.232052653213222,1.2350624851453564,-0.8955626354879151,-3.7824480694038476,3.1782741783632416,1.025988716976178,0.9287165845183958,1.1412005334943582,-0.4690886809334122,-2.8433499873806976,-0.3484722807707424,-2.7653246007419567
2011-03-08,-0.35319522909204704,-10.015672014773827,-1.3965586021082916,4.166597912989603,1.1818192952073354,-0.9173608085150542,-3.703911020614133,2.96415342413015,0.9443762386929173,0.9726421598952606,1.125448676101297,-0.472085142271796,-2.731642751105184,0.031234733928926194,-2.563835635278713
2011-03-09,-0.4077380095133104,-9.933720049082202,-1.4057982488696839,4.213450757333401,1.2324209301508202,-0.8857140698768154,-3.697973117942092,2.9474831238389148,0.9748563730822367,1.0529623546675815,1.1576140701634081,-0.38649918942137995,-2.759640805710083,0.11135757682077102,-2.5712570070475453
