,UMAP1,UMAP2
2013-12-30,-1.9826659,4.371339
2013-12-31,-1.965134,4.346629
2014-01-02,-1.981386,4.310417
2014-01-03,-1.9922117,4.2704115
2014-01-06,-2.0011501,4.2719545
2014-01-07,-1.9920585,4.276215
2014-01-08,-2.0113025,4.2264957
2014-01-09,-1.9908522,4.2506294
2014-01-10,-1.9940201,4.2641296
2014-01-13,-1.9575666,4.292806
2014-01-14,-1.9428451,4.4454956
2014-01-15,-1.907263,4.5963774
2014-01-16,-1.9268221,4.53384
2014-01-17,-1.9158499,4.6197853
2014-01-21,-1.8915318,4.649742
2014-01-22,-1.8974713,4.706322
2014-01-23,-1.5953652,5.332179
2014-01-24,-1.563591,5.4185734
2014-01-27,-1.5274973,5.402192
2014-01-28,-1.5160885,5.439198
2014-01-29,-1.5563798,5.415832
2014-01-30,-1.5405457,5.471692
2014-01-31,-1.4597431,5.5197816
2014-02-03,-1.4988514,5.5039134
2014-02-04,-1.2755138,5.689265
2014-02-05,-1.257002,5.6653337
2014-02-06,-1.3234884,5.73687
2014-02-07,-1.3905231,5.798031
2014-02-10,-1.3846908,5.784873
2014-02-11,-1.3716657,5.7988815
2014-02-12,-1.3823335,5.8613176
2014-02-13,-1.5060626,5.9572444
2014-02-14,-1.5238574,6.010105
2014-02-18,-1.4463402,5.9256444
2014-02-19,-1.4662007,5.9623804
2014-02-20,-1.5441984,5.9946775
2014-02-21,-1.6208335,6.0381346
2014-02-24,-1.6388392,5.950352
2014-02-25,-1.7674813,5.310086
2014-02-26,-1.8542641,5.1584063
2014-02-27,-1.9000068,5.0718217
2014-02-28,-1.9085358,5.0373144
2014-03-03,-1.9758801,4.9811296
2014-03-04,-2.0113006,4.83444
2014-03-05,-1.9758022,4.83107
2014-03-06,-1.9899752,4.8242393
2014-03-07,-2.0261056,4.7981834
2014-03-10,-1.993572,4.7837057
2014-03-11,-1.9675149,4.7175307
2014-03-12,-1.9879857,4.7350187
2014-03-13,-1.9835246,4.755443
2014-03-14,-2.0038717,4.777177
2014-03-17,-2.0300915,4.8543453
2014-03-18,-2.059379,4.975008
2014-03-19,-2.5708716,5.6266656
2014-03-20,-2.6054597,5.652442
2014-03-21,-2.532315,5.654702
2014-03-24,-2.4928167,5.702927
2014-03-25,-2.3952074,5.6593237
2014-03-26,-2.5466783,5.706533
2014-03-27,-2.5411446,5.729659
2014-03-28,-2.5140853,5.727668
2014-03-31,-2.6052876,5.734122
2014-04-01,-2.5332468,5.7259526
2014-04-02,-2.5156844,5.736516
2014-04-03,-2.5261297,5.718971
2014-04-04,-2.4374602,5.772144
2014-04-07,-2.3469186,5.829335
2014-04-08,-2.1650126,5.9619846
2014-04-09,-2.1835003,5.9565444
2014-04-10,-2.113801,5.9927936
2014-04-11,-2.0961068,6.0074725
2014-04-14,-2.0658886,5.9800363
2014-04-15,-2.1219857,5.9831614
2014-04-16,-2.122307,5.9902763
2014-04-17,-1.8803699,6.0220513
2014-04-21,-1.7948525,6.0339904
2014-04-22,-1.7879835,6.067251
2014-04-23,-1.7031462,6.0735736
2014-04-24,-1.6364366,6.0332155
2014-04-25,-1.623352,6.055603
2014-04-28,-1.6393119,6.0562396
2014-04-29,-1.5827757,6.0210843
2014-04-30,-1.575447,5.9971957
2014-05-01,-1.6109613,6.053381
2014-05-02,-1.5993632,6.0389185
2014-05-05,-1.5981038,6.044954
2014-05-06,-1.581433,6.016032
2014-05-07,-0.788583,5.5077243
2014-05-08,-0.75634634,5.4919815
2014-05-09,-0.7700946,5.479822
2014-05-12,-0.73647857,5.5031123
2014-05-13,-0.7878407,5.4845514
2014-05-14,-0.75333214,5.4964223
2014-05-15,-0.7969202,5.438726
2014-05-16,-0.77550143,5.497227
2014-05-19,-0.7329162,5.481297
2014-05-20,-0.7596448,5.4569507
2014-05-21,-0.74598664,5.47989
2014-05-22,-0.7423266,5.4907756
2014-05-23,-0.73980045,5.492632
2014-05-27,-0.6644062,5.5417237
2014-05-28,-0.66792524,5.5325317
2014-05-29,-0.63199776,5.596969
2014-05-30,-0.66563076,5.5953517
2014-06-02,-0.64599776,5.581321
2014-06-03,-0.6633785,5.57123
2014-06-04,-0.62972546,5.600203
2014-06-05,-0.65655047,5.583994
2014-06-06,-0.7708843,5.582899
2014-06-09,-2.3755548,5.8119373
2014-06-10,-2.3356364,5.86357
2014-06-11,-2.3368146,5.878913
2014-06-12,-2.4084,5.8075986
2014-06-13,-2.3395617,5.82075
2014-06-16,-4.4566126,7.8396945
2014-06-17,-4.461588,7.8349314
2014-06-18,-4.4355097,7.843664
2014-06-19,-4.4536533,7.836604
2014-06-20,-4.4698734,7.8699756
2014-06-23,-4.445262,7.8696904
2014-06-24,-4.558288,7.7738094
2014-06-25,-4.5605955,7.7773995
2014-06-26,-4.5474343,7.787991
2014-06-27,-4.549145,7.785754
2014-06-30,-4.524564,7.806467
2014-07-01,-4.5521984,7.7830453
2014-07-02,-4.5527167,7.779824
2014-07-03,-4.5469565,7.787718
2014-07-07,-4.5501895,7.78471
2014-07-08,-4.511771,7.815783
2014-07-09,-4.4829707,7.8432803
2014-07-10,-4.524036,7.804559
2014-07-11,-4.5108604,7.815655
2014-07-14,-4.514145,7.813777
2014-07-15,-4.519405,7.8081474
2014-07-16,-4.4942183,7.8275566
2014-07-17,-4.5024548,7.821659
2014-07-18,-4.4992127,7.8487616
2014-07-21,-4.4567966,7.848745
2014-07-22,-4.4769487,7.830437
2014-07-23,-4.422195,7.802173
2014-07-24,-2.608442,1.7741779
2014-07-25,-2.6056442,1.7438945
2014-07-28,-2.6021981,1.723512
2014-07-29,-2.6044807,1.7429377
2014-07-30,-2.6023428,1.7409749
2014-07-31,-2.5914397,1.7772317
2014-08-01,-2.602171,1.7788709
2014-08-04,-2.6012824,1.7466273
2014-08-05,-2.6003242,1.7465099
2014-08-06,-2.5712497,1.6111362
2014-08-07,-2.587852,1.6090794
2014-08-08,-2.5950918,1.6195122
2014-08-11,-2.5922396,1.6238068
2014-08-12,-2.5930607,1.6221852
2014-08-13,-2.593304,1.6175165
2014-08-14,-2.5941615,1.5825248
2014-08-15,-2.6040378,1.5213252
2014-08-18,-2.6252186,1.3831941
2014-08-19,-2.606709,1.5331923
2014-08-20,-2.6228285,1.4902275
2014-08-21,-2.6389458,1.32637
2014-08-22,-2.6537433,1.2429112
2014-08-25,-2.666376,1.1843361
2014-08-26,-2.6019802,1.2521616
2014-08-27,-2.6511853,1.1784427
2014-08-28,-2.6561728,1.1739317
2014-08-29,-2.6746097,1.1351677
2014-09-02,-2.6762242,1.0993752
2014-09-03,-2.6767707,1.1278191
2014-09-04,-2.6590528,1.0941043
2014-09-05,-2.669089,1.1558318
2014-09-08,-2.680368,1.126888
2014-09-09,-2.6950977,1.1102816
2014-09-10,-2.6945105,1.0983464
2014-09-11,-2.6613865,1.1420321
2014-09-12,-2.6784182,1.118532
2014-09-15,-2.6734896,0.8991484
2014-09-16,-2.666449,0.8878268
2014-09-17,-2.6530511,0.8489693
2014-09-18,-2.6633334,0.81449175
2014-09-19,-2.663096,0.8289311
2014-09-22,-2.6638536,0.83876866
2014-09-23,-2.6626172,0.81117016
2014-09-24,-2.6630685,0.80033743
2014-09-25,-2.6559517,0.7956441
2014-09-26,-2.6612735,0.8048319
2014-09-29,-2.6556675,0.7746935
2014-09-30,-2.6804104,0.78063005
2014-10-01,-2.648073,0.7630308
2014-10-02,-2.657527,0.7222129
2014-10-03,-2.6551776,0.70266706
2014-10-06,-2.654168,0.6851408
2014-10-07,-2.6510699,0.66987115
2014-10-08,-2.645469,0.6298516
2014-10-09,-2.6429527,0.21863408
2014-10-10,-2.5551665,-0.6477283
2014-10-13,-2.5478427,-0.6440403
2014-10-14,-2.534651,-0.6350114
2014-10-15,-2.5588875,-0.6733223
2014-10-16,-2.526105,-0.6160907
2014-10-17,-2.4934843,-0.58606595
2014-10-20,-2.5344253,-0.62775147
2014-10-21,-2.4979305,-0.59131455
2014-10-22,-2.4853566,-0.57813215
2014-10-23,-2.480344,-0.5756686
2014-10-24,-2.456001,-0.54730815
2014-10-27,-2.515765,-0.6115083
2014-10-28,-2.4228976,-0.5112214
2014-10-29,-2.4511395,-0.5406881
2014-10-30,-2.4561212,-0.5461643
2014-10-31,-2.4584405,-0.55154246
2014-11-03,-2.4287114,-0.511173
2014-11-04,-2.4375029,-0.5217176
2014-11-05,-2.5646913,-0.69579715
2014-11-06,-2.5665936,-0.7058709
2014-11-07,-2.5956342,-0.7629531
2014-11-10,-2.6482313,-0.88126653
2014-11-11,-2.6584241,-0.90487695
2014-11-12,-2.6658523,-0.9383984
2014-11-13,-2.6433299,-0.89185464
2014-11-14,-2.7003148,-0.9967442
2014-11-17,-2.6914504,-0.99053687
2014-11-18,-2.6743588,-0.96988416
2014-11-19,-2.6873915,-0.9693301
2014-11-20,-2.6779838,-0.969465
2014-11-21,-2.6556897,-0.9413063
2014-11-24,-2.6924055,-0.9960142
2014-11-25,-2.69826,-1.0116732
2014-11-26,-2.7149513,-1.0566282
2014-11-28,-2.7863123,-1.7640773
2014-12-01,-2.8028982,-1.8496443
2014-12-02,-2.8156893,-1.8554404
2014-12-03,-2.8106625,-1.8711792
2014-12-04,-2.804503,-1.8695856
2014-12-05,-2.7657816,-2.0016456
2014-12-08,-2.7385848,-2.122103
2014-12-09,-2.7700634,-2.1323354
2014-12-10,-2.6546345,-2.3300757
2014-12-11,-2.6892624,-2.421806
2014-12-12,-2.6632786,-2.538385
2014-12-15,-2.6476214,-2.5410924
2014-12-16,-2.6810045,-2.50623
2014-12-17,-2.643618,-2.5613904
2014-12-18,-2.6268122,-2.5825212
2014-12-19,-2.6174617,-2.6213942
2014-12-22,-2.5891747,-2.60596
2014-12-23,-2.5906587,-2.6339936
2014-12-24,-2.6060581,-2.5955122
2014-12-26,-2.5981665,-2.6357803
2014-12-29,-2.6198463,-2.630547
2014-12-30,-2.605939,-2.5997593
2014-12-31,-2.6246111,-2.5969226
2015-01-02,-2.601395,-2.581417
2015-01-05,-2.536507,-2.8046465
2015-01-06,-2.5753925,-2.8457747
2015-01-07,-2.650678,-2.7315297
2015-01-08,-2.6178114,-2.7551026
2015-01-09,-2.6536868,-2.7570398
2015-01-12,-2.6807206,-2.7111454
2015-01-13,-2.699762,-2.7016878
2015-01-14,-2.7068024,-2.713613
2015-01-15,-2.6932619,-2.6765199
2015-01-16,-2.6808727,-2.7182674
2015-01-20,-2.7107618,-2.7274828
2015-01-21,-2.6279724,-2.8163674
2015-01-22,-2.6363847,-3.0674646
2015-01-23,-2.6279233,-3.0911036
2015-01-26,-2.62065,-3.1685958
2015-01-27,-2.6249738,-3.4744844
2015-01-28,-2.6046424,-3.5708184
2015-01-29,-2.6144457,-3.6925356
2015-01-30,-2.6142917,-3.6610215
2015-02-02,-2.594904,-3.7478952
2015-02-03,-2.6003907,-3.8347578
2015-02-04,-2.6045089,-3.8321908
2015-02-05,-2.651713,-3.803228
2015-02-06,-2.5823965,-3.9004915
2015-02-09,-2.598973,-3.9035084
2015-02-10,-2.6521935,-3.88158
2015-02-11,-2.599708,-3.878849
2015-02-12,-2.6051977,-3.8799436
2015-02-13,-2.5982938,-3.8731723
2015-02-17,-2.602967,-3.873626
2015-02-18,-2.5875545,-3.9426274
2015-02-19,-2.585814,-3.9390802
2015-02-20,-2.5856826,-3.919776
2015-02-23,-2.6035912,-3.889047
2015-02-24,-2.6189508,-3.854791
2015-02-25,-2.6175153,-3.8613849
2015-02-26,-2.9741113,-2.4300246
2015-02-27,-3.0371919,-2.3484797
2015-03-02,-3.1096382,-2.2904975
2015-03-03,-3.1082764,-2.266236
2015-03-04,-3.1159372,-2.2977874
2015-03-05,-3.138811,-2.2455301
2015-03-06,-3.1496053,-2.222276
2015-03-09,-3.129026,-2.250853
2015-03-10,-3.1358447,-2.2685988
2015-03-11,-3.1300788,-2.2593272
2015-03-12,-3.1360269,-2.248603
2015-03-13,-3.1190095,-2.2473881
2015-03-16,-3.1173341,-2.2618809
2015-03-17,-3.1200047,-2.2391925
2015-03-18,-3.1227422,-2.2402315
2015-03-19,-3.1307764,-2.290599
2015-03-20,-3.1318529,-2.318785
2015-03-23,-3.0949147,-2.3834946
2015-03-24,-3.0620856,-2.4116042
2015-03-25,-3.016148,-2.4959614
2015-03-26,-2.9269383,-2.5427496
2015-03-27,-3.017634,-2.5499084
2015-03-30,-3.0061145,-2.5942116
2015-03-31,-2.9737053,-2.5993934
2015-04-01,-2.9769065,-2.6164846
2015-04-02,-2.9933352,-2.605485
2015-04-06,-2.9969358,-2.604368
2015-04-07,-2.934202,-2.6566334
2015-04-08,-2.9152944,-2.6694732
2015-04-09,-2.888201,-2.7007394
2015-04-10,-2.8865857,-2.7188017
2015-04-13,-2.5146496,-4.8441052
2015-04-14,-2.5386753,-4.796862
2015-04-15,-2.5042775,-4.8485985
2015-04-16,-2.495916,-4.8817525
2015-04-17,-2.4745464,-4.9129252
2015-04-20,-2.4950569,-4.9176106
2015-04-21,-2.4768965,-4.9225
2015-04-22,-2.4807284,-4.922982
2015-04-23,-2.4770863,-4.9228973
2015-04-24,-2.465957,-4.940638
2015-04-27,-2.464464,-4.9355445
2015-04-28,-2.4484181,-4.952599
2015-04-29,-2.5091913,-4.892723
2015-04-30,-2.495621,-4.901087
2015-05-01,-2.5163546,-4.87343
2015-05-04,-2.5029416,-4.884349
2015-05-05,-2.4903648,-4.9135194
2015-05-06,-2.5105062,-4.8519464
2015-05-07,-2.5149891,-4.872621
2015-05-08,-2.513237,-4.874872
2015-05-11,-2.5075378,-4.866473
2015-05-12,-2.5600848,-3.88457
2015-05-13,-2.6123652,-3.7390356
2015-05-14,-2.6162243,-3.686707
2015-05-15,-2.6469553,-3.560469
2015-05-18,-2.6617937,-3.4085202
2015-05-19,-2.6429782,-3.48104
2015-05-20,-2.6711173,-3.32428
2015-05-21,-2.6397202,-3.462507
2015-05-22,-2.65314,-3.4779541
2015-05-26,-2.668782,-3.4285066
2015-05-27,-2.6396284,-3.6323056
2015-05-28,-2.6457255,-3.6879952
2015-05-29,-2.6655505,-3.7541726
2015-06-01,-2.6140811,-3.8400443
2015-06-02,-2.5929787,-3.9564826
2015-06-03,-2.5940118,-3.9385846
2015-06-04,-2.5847445,-3.981757
2015-06-05,-2.5668793,-4.1014547
2015-06-08,-2.523961,-4.2319674
2015-06-09,-2.5374975,-4.2073207
2015-06-10,-2.5291855,-4.2700863
2015-06-11,-2.534371,-4.2825785
2015-06-12,-2.526962,-4.262248
2015-06-15,-2.517914,-4.40009
2015-06-16,-2.520538,-4.403639
2015-06-17,-2.5258336,-4.3843675
2015-06-18,-2.5185583,-4.4027534
2015-06-19,-2.514671,-4.4415493
2015-06-22,1.2018046,-11.508912
2015-06-23,1.2171055,-11.499381
2015-06-24,1.1903278,-11.527461
2015-06-25,1.1678336,-11.55728
2015-06-26,1.1717163,-11.553557
2015-06-29,1.1540115,-11.576659
2015-06-30,1.1630657,-11.570716
2015-07-01,1.1698539,-11.564751
2015-07-02,1.1615151,-11.573881
2015-07-06,1.125451,-11.6175995
2015-07-07,1.1434397,-11.590304
2015-07-08,1.294689,-11.340398
2015-07-09,1.320367,-11.316584
2015-07-10,1.332515,-11.284137
2015-07-13,1.5400792,-10.655563
2015-07-14,1.5830202,-10.621981
2015-07-15,1.5992498,-10.63005
2015-07-16,1.424014,-10.640678
2015-07-17,1.3812932,-10.609009
2015-07-20,1.3861033,-10.632108
2015-07-21,1.3544798,-10.600485
2015-07-22,1.1008388,-10.452699
2015-07-23,1.0722526,-10.52672
2015-07-24,1.0607316,-10.53594
2015-07-27,1.0415881,-10.538624
2015-07-28,1.0454457,-10.543685
2015-07-29,1.0403081,-10.547887
2015-07-30,1.0471823,-10.550552
2015-07-31,1.0361154,-10.533973
2015-08-03,1.0014776,-10.514347
2015-08-04,1.0217469,-10.529704
2015-08-05,1.2138113,-10.608724
2015-08-06,1.1046337,-10.557797
2015-08-07,1.1080151,-10.591379
2015-08-10,1.1398358,-10.623579
2015-08-11,1.2344908,-10.700067
2015-08-12,1.214842,-10.690242
2015-08-13,1.2622172,-10.718064
2015-08-14,1.2864355,-10.736584
2015-08-17,1.325522,-10.764992
2015-08-18,1.3284099,-10.744943
2015-08-19,1.3236957,-10.743025
2015-08-20,1.3340364,-10.772727
2015-08-21,1.3287011,-10.757168
2015-08-24,1.4201353,-10.841509
2015-08-25,1.4497572,-10.622889
2015-08-26,1.4249151,-10.649668
2015-08-27,1.6042515,-11.054948
2015-08-28,1.5951571,-10.977789
2015-08-31,1.5770906,-11.105569
2015-09-01,1.5737844,-11.173174
2015-09-02,1.5608532,-11.1915045
2015-09-03,0.46325803,-12.20731
2015-09-04,0.45109996,-12.220585
2015-09-08,0.42483675,-12.244388
2015-09-09,0.41335002,-12.256246
2015-09-10,0.433982,-12.236025
2015-09-11,0.43289435,-12.23654
2015-09-14,0.43266052,-12.237584
2015-09-15,0.39041474,-12.279103
2015-09-16,0.4197968,-12.250441
2015-09-17,0.39134043,-12.277311
2015-09-18,0.27845585,-12.387188
2015-09-21,0.3097199,-12.356179
2015-09-22,0.29557902,-12.369923
2015-09-23,0.27862865,-12.386518
2015-09-24,0.27957562,-12.384956
2015-09-25,0.27772674,-12.386864
2015-09-28,0.27968684,-12.385102
2015-09-29,0.2557381,-12.408837
2015-09-30,0.25247568,-12.4118
2015-10-01,0.26846293,-12.39589
2015-10-02,0.22159405,-12.442397
2015-10-05,0.19954391,-12.463603
2015-10-06,0.20531477,-12.45832
2015-10-07,0.20584592,-12.457385
2015-10-08,0.22523667,-12.438488
2015-10-09,0.20679887,-12.456751
2015-10-12,0.19893298,-12.464804
2015-10-13,0.2151554,-12.44861
2015-10-14,0.20067249,-12.463389
2015-10-15,0.22841915,-12.4356785
2015-10-16,0.20790906,-12.45559
2015-10-19,0.23735423,-12.427543
2015-10-20,1.655288,-11.118108
2015-10-21,1.6605475,-11.115895
2015-10-22,1.6287518,-11.145034
2015-10-23,1.5816125,-11.188509
2015-10-26,1.5877925,-11.183824
2015-10-27,1.6024804,-11.163499
2015-10-28,1.6204369,-11.155766
2015-10-29,1.6011039,-11.18285
2015-10-30,1.591663,-11.187469
2015-11-02,1.5748843,-11.191377
2015-11-03,1.5564821,-11.215006
2015-11-04,2.0562851,-10.408481
2015-11-05,2.0560036,-10.432901
2015-11-06,2.1593318,-10.291389
2015-11-09,2.116239,-10.321075
2015-11-10,2.1419754,-10.307363
2015-11-11,2.0972004,-10.361891
2015-11-12,2.146589,-10.302395
2015-11-13,2.1448245,-10.311231
2015-11-16,2.1251094,-10.331688
2015-11-17,2.1088665,-10.277465
2015-11-18,2.1315129,-10.304226
2015-11-19,2.0922577,-10.2816725
2015-11-20,2.149954,-10.2465105
2015-11-23,2.2333934,-10.124742
2015-11-24,2.2306542,-10.075783
2015-11-25,2.2944078,-10.0490675
2015-11-27,2.2665482,-10.0844555
2015-11-30,2.3180175,-10.015164
2015-12-01,2.295448,-10.03103
2015-12-02,2.2937868,-9.993348
2015-12-03,2.3006444,-9.983931
2015-12-04,2.12372,-10.091506
2015-12-07,2.0304763,-9.809807
2015-12-08,1.9424851,-9.725361
2015-12-09,1.9051131,-9.686516
2015-12-10,1.8895271,-9.649231
2015-12-11,1.8719306,-9.635254
2015-12-14,1.8557667,-9.606024
2015-12-15,1.8639891,-9.613301
2015-12-16,1.9443743,-9.4663105
2015-12-17,1.8889467,-9.44976
2015-12-18,1.9090123,-9.438985
2015-12-21,1.9370998,-9.4544525
2015-12-22,1.885746,-9.403453
2015-12-23,1.6928095,-9.356296
2015-12-24,1.7180554,-9.38335
2015-12-28,1.6770285,-9.348672
2015-12-29,1.6804574,-9.349342
2015-12-30,1.6567878,-9.336847
2015-12-31,1.6582967,-9.329572
2016-01-04,1.6909798,-9.350785
2016-01-05,1.735936,-9.3803835
2016-01-06,1.6503359,-9.334037
2016-01-07,1.6416979,-9.321425
2016-01-08,1.6648214,-9.336874
2016-01-11,1.6257287,-9.31732
2016-01-12,1.5970639,-9.3090725
2016-01-13,1.6077452,-9.302688
2016-01-14,-3.3264747,-8.405124
2016-01-15,-3.4017534,-8.366591
2016-01-19,-3.4404268,-8.359679
2016-01-20,-3.4334555,-8.367405
2016-01-21,-3.4236493,-8.387105
2016-01-22,-3.4329104,-8.386779
2016-01-25,-3.4072893,-8.380401
2016-01-26,-3.4504783,-8.381521
2016-01-27,-3.461861,-8.411912
2016-01-28,-3.5230186,-8.4524765
2016-01-29,-3.55992,-8.4339485
2016-02-01,-3.5435212,-8.422367
2016-02-02,-3.6215284,-8.407566
2016-02-03,-3.616983,-8.398159
2016-02-04,-3.7337139,-8.396205
2016-02-05,-4.0868115,-8.395331
2016-02-08,-4.0136685,-8.412277
2016-02-09,-4.0412846,-8.413633
2016-02-10,-4.034101,-8.42374
2016-02-11,-4.0922174,-8.407906
2016-02-12,-4.1344457,-8.420676
2016-02-16,-4.148253,-8.416453
2016-02-17,-4.2310834,-8.392084
2016-02-18,-4.221992,-8.379865
2016-02-19,-4.2236276,-8.341331
2016-02-22,-4.396956,-8.357798
2016-02-23,-4.539903,-8.349578
2016-02-24,-4.3148246,-8.347475
2016-02-25,-4.297962,-8.344001
2016-02-26,-4.2149467,-8.353363
2016-02-29,-4.0553584,-8.272863
2016-03-01,-4.0747848,-8.278351
2016-03-02,-4.079056,-8.279891
2016-03-03,-3.5252228,-8.1055155
2016-03-04,-3.4995494,-8.103912
2016-03-07,-3.5641916,-8.1756
2016-03-08,-3.465061,-8.053705
2016-03-09,-3.448423,-8.044185
2016-03-10,-3.3882904,-8.017957
2016-03-11,-3.4014788,-8.010663
2016-03-14,-3.384637,-8.002213
2016-03-15,-3.4004204,-8.008055
2016-03-16,-3.4010155,-8.023432
2016-03-17,-3.3730989,-7.9912777
2016-03-18,-3.4239097,-8.01346
2016-03-21,-3.409927,-8.02771
2016-03-22,-3.376785,-8.010321
2016-03-23,-3.4011421,-8.031065
2016-03-24,-3.4117312,-8.013023
2016-03-28,-3.376293,-8.022878
2016-03-29,-3.45482,-8.00819
2016-03-30,-3.5113378,-8.066386
2016-03-31,-3.4927104,-8.025897
2016-04-01,-3.4500506,-8.007253
2016-04-04,-3.94866,-8.200686
2016-04-05,-3.8816874,-8.170939
2016-04-06,-3.8355575,-8.2181835
2016-04-07,-3.9461088,-8.273732
2016-04-08,-3.9114606,-8.1143465
2016-04-11,-4.021186,-8.257076
2016-04-12,-4.0705247,-8.169515
2016-04-13,-4.1003313,-8.196837
2016-04-14,-4.0449376,-8.103584
2016-04-15,-4.1264534,-8.076826
2016-04-18,-4.0853267,-8.077022
2016-04-19,-4.182364,-8.148781
2016-04-20,-4.1243887,-8.158984
2016-04-21,-4.093107,-8.344268
2016-04-22,-4.115824,-8.208498
2016-04-25,-4.157347,-8.129873
2016-04-26,-4.137751,-8.125375
2016-04-27,-4.156773,-8.150363
2016-04-28,-4.255885,-8.232386
2016-04-29,-4.2455783,-8.216272
2016-05-02,-4.2409887,-8.255397
2016-05-03,-4.28505,-8.283325
2016-05-04,-4.104755,-8.044934
2016-05-05,-4.1036587,-8.032985
2016-05-06,-4.0634184,-7.9465227
2016-05-09,-4.0513372,-7.9048433
2016-05-10,-4.0544295,-7.8745155
2016-05-11,-4.034796,-7.8748956
2016-05-12,-3.9916275,-7.8218474
2016-05-13,-3.9235566,-7.6746173
2016-05-16,-3.9108658,-7.637133
2016-05-17,-3.9184818,-7.6340694
2016-05-18,-3.8214245,-7.6353946
2016-05-19,-3.8633668,-7.601303
2016-05-20,-3.8862226,-7.562032
2016-05-23,-3.8930101,-7.566719
2016-05-24,-3.9064045,-7.6239395
2016-05-25,-3.8723278,-7.575499
2016-05-26,-3.8480854,-7.5523467
2016-05-27,-3.8198895,-7.5517306
2016-05-31,-3.7811294,-7.617882
2016-06-01,-3.7802706,-7.605245
2016-06-02,-3.774902,-7.5880733
2016-06-03,-3.7662215,-7.6115623
2016-06-06,-3.733993,-7.634006
2016-06-07,-3.774395,-7.643903
2016-06-08,-3.8268578,-7.591602
2016-06-09,-3.8260791,-7.59903
2016-06-10,-3.8289216,-7.6006575
2016-06-13,-3.8469896,-7.613508
2016-06-14,-3.4747753,-8.353564
2016-06-15,-3.4607782,-8.312528
2016-06-16,-3.4847188,-8.341057
2016-06-17,-3.4654362,-8.342161
2016-06-20,-3.446916,-8.322243
2016-06-21,-3.4581988,-8.347525
2016-06-22,-3.5840893,-8.325049
2016-06-23,-3.6342366,-8.257711
2016-06-24,-5.039368,-8.359486
2016-06-27,-5.647573,-8.3930025
2016-06-28,-5.6383696,-8.375207
2016-06-29,-5.626594,-8.362583
2016-06-30,-5.61546,-8.402693
2016-07-01,-5.6331987,-8.378433
2016-07-05,-5.609444,-8.38006
2016-07-06,-5.650633,-8.424327
2016-07-07,-5.6607127,-8.417899
2016-07-08,-5.699852,-8.386631
2016-07-11,-5.679751,-8.406464
2016-07-12,-5.6739807,-8.410445
2016-07-13,-5.7056975,-8.416371
2016-07-14,-5.67293,-8.408679
2016-07-15,-5.6787977,-8.40716
2016-07-18,-5.6689606,-8.414942
2016-07-19,-5.6491866,-8.443704
2016-07-20,-5.683072,-8.429536
2016-07-21,-5.6669106,-8.420377
2016-07-22,-5.6758494,-8.410734
2016-07-25,-5.685277,-8.421763
2016-07-26,-5.680763,-8.399144
2016-07-27,-5.713047,-8.331988
2016-07-28,-5.7115536,-8.322582
2016-07-29,-5.746569,-8.31927
2016-08-01,-5.6932507,-8.383217
2016-08-02,-5.7115383,-8.369142
2016-08-03,-5.757165,-8.313034
2016-08-04,-5.882525,-8.192221
2016-08-05,-5.8593698,-8.215019
2016-08-08,-5.8932605,-8.187715
2016-08-09,-5.945392,-8.1423025
2016-08-10,-6.036688,-8.054787
2016-08-11,-6.0543313,-8.038196
2016-08-12,-6.038192,-8.051762
2016-08-15,-6.0492816,-8.039522
2016-08-16,-6.048856,-8.040167
2016-08-17,-6.0580454,-8.031033
2016-08-18,-6.0255513,-8.062949
2016-08-19,-6.0077567,-8.079884
2016-08-22,-6.030743,-8.05588
2016-08-23,-6.0499525,-8.039998
2016-08-24,-6.0346107,-8.0484
2016-08-25,-7.5462055,-7.0862856
2016-08-26,-7.5655293,-7.0943255
2016-08-29,-7.573683,-7.090156
2016-08-30,-7.553221,-7.111577
2016-08-31,-7.554718,-7.119339
2016-09-01,-7.5681586,-7.098839
2016-09-02,-7.5662956,-7.099786
2016-09-06,-7.5818944,-7.0860333
2016-09-07,-7.5748663,-7.0942154
2016-09-08,-7.5475245,-7.1218853
2016-09-09,-7.5699677,-7.09581
2016-09-12,-7.571837,-7.0929284
2016-09-13,-7.547569,-7.1196237
2016-09-14,-7.5718594,-7.0849257
2016-09-15,-7.5639143,-7.09562
2016-09-16,-7.5850844,-7.084362
2016-09-19,-7.5610127,-7.1086392
2016-09-20,-7.57628,-7.0989976
2016-09-21,-7.5786047,-7.0907865
2016-09-22,-7.6037283,-7.0650663
2016-09-23,2.758632,-8.706285
2016-09-26,2.7173338,-8.694576
2016-09-27,2.6818042,-8.725169
2016-09-28,2.6812375,-8.715491
2016-09-29,2.700692,-8.704797
2016-09-30,2.7150743,-8.704496
2016-10-03,2.6346986,-8.746741
2016-10-04,2.6229053,-8.758406
2016-10-05,2.6217077,-8.761487
2016-10-06,2.6232567,-8.754132
2016-10-07,2.631278,-8.755176
2016-10-10,2.6186473,-8.778771
2016-10-11,2.5846896,-8.808941
2016-10-12,2.5536127,-8.875257
2016-10-13,2.5887268,-8.834433
2016-10-14,2.5632105,-8.852033
2016-10-17,2.5641694,-8.861627
2016-10-18,2.3479688,-9.460354
2016-10-19,2.3684497,-9.507031
2016-10-20,2.3565242,-9.474976
2016-10-21,2.3460922,-9.505063
