Date,PC1_var,PC2_var,PC3_var,cum_var_3,eff_dim
2012-01-03,0.37147490324882376,0.18084698393563453,0.09441477433896554,0.6467366615234238,4.036176486083003
2012-01-04,0.3716223054013255,0.1805561671451356,0.09513397063000534,0.6473124431764665,4.038677728873028
2012-01-05,0.37167170175419983,0.18033036161655877,0.09539648149991861,0.6473985448706773,4.039659281790668
2012-01-06,0.3715970072632768,0.18010724653571128,0.09562399106366794,0.647328244862656,4.042136857550987
2012-01-09,0.3714778663278356,0.17997178742439743,0.09592573395800592,0.647375387710239,4.044993153346657
2012-01-10,0.3712936148829165,0.1798725208951705,0.09628783768029549,0.6474539734583825,4.048640414801051
2012-01-11,0.371105791339438,0.17971553482978422,0.0967162283235042,0.6475375544927264,4.052556720352565
2012-01-12,0.3709262981893205,0.17957916686519423,0.09724516044955156,0.6477506255040663,4.05750241101312
2012-01-13,0.3699442212710028,0.17914993306672566,0.09750149204046436,0.6465956463781928,4.062216731861264
2012-01-17,0.3697340080345486,0.1790710468041806,0.09797135137665887,0.6467764062153881,4.066126249966723
2012-01-18,0.36959610160744033,0.17904576259855567,0.09844219556647028,0.6470840597724663,4.069469853612674
2012-01-19,0.3695112193596105,0.1790321981850078,0.09895506226409553,0.6474984798087139,4.072558282675819
2012-01-20,0.3692610207680357,0.17903455254717568,0.09946236687914403,0.6477579401943554,4.074388755161633
2012-01-23,0.3689337201996499,0.17905593103386425,0.09994736466763732,0.6479370159011514,4.0761230522773815
2012-01-24,0.36872858697080696,0.17903470348550637,0.10043908054148462,0.648202370997798,4.074860562751652
2012-01-25,0.3685594139467545,0.17902622037449076,0.10092869851585719,0.6485143328371025,4.072898947824045
2012-01-26,0.36833850894900916,0.17906257215972526,0.10148316426665958,0.648884245375394,4.072587213314501
2012-01-27,0.3681115667494513,0.17911626075373227,0.10214683326523609,0.6493746607684197,4.073575932636809
2012-01-30,0.3677509442209296,0.17919259355555234,0.10286938483708037,0.6498129226135624,4.0773961051004886
2012-01-31,0.3674718755320852,0.17940108523168874,0.10363045782877096,0.6505034185925449,4.082232214520787
2012-02-01,0.36717186275760477,0.17972931906430537,0.10438895940487838,0.6512901412267885,4.0882628892457324
2012-02-02,0.3667508757239652,0.18004968433451088,0.10512142065032089,0.651921980708797,4.094301805973178
2012-02-03,0.36630883181035745,0.18020402628913879,0.10584445496967615,0.6523573130691724,4.09847071003795
2012-02-06,0.36598625658215395,0.1803663110142456,0.10659010472215692,0.6529426723185565,4.101550927832722
2012-02-07,0.36554935561396235,0.1806186837142266,0.10731209275898729,0.6534801320871761,4.106056867323182
2012-02-08,0.36516981115005936,0.1809239431653869,0.10799443631922423,0.6540881906346705,4.110036428562696
2012-02-09,0.36464790364250654,0.18125615752334173,0.10873782925020747,0.6546418904160558,4.113190557041556
2012-02-10,0.36411110767880117,0.1815645291941626,0.10949369550321668,0.6551693323761805,4.115187807228344
