Date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol,returns,log_returns,vol_21d,vol_63d,vol_252d,momentum_21d,momentum_63d,sma_21,sma_50,sma_200,price_to_sma21,price_to_sma50,price_to_sma200,sma21_slope,sma50_slope,rsi,cummax,drawdown
2012-01-03,50.321409459369406,50.568992191031676,50.17993313083929,50.31256866455078,39514100,0.0,0.0,0.0,QQQ,,,,,,,,,,,,,,,,,50.31256866455078,0.0
2012-01-04,50.23297165780813,50.595504842404054,50.01191475566279,50.52476501464844,29403400,0.0,0.0,0.0,QQQ,0.0042175614509454284,0.0042086924668945595,,,,,,,,,,,,,,,50.52476501464844,0.0
2012-01-05,50.41867784440569,50.98458318969243,50.22414661706515,50.940372467041016,41260600,0.0,0.0,0.0,QQQ,0.00822581663214228,0.008192168996098924,,,,,,,,,,,,,,,50.940372467041016,0.0
2012-01-06,50.94920494724065,51.23215757370507,50.75467712470972,51.117210388183594,46325200,0.0,0.0,0.0,QQQ,0.0034714689465020765,0.003465457306974714,,,,,,,,,,,,,,,51.117210388183594,0.0
2012-01-09,51.249848744283945,51.26753370721348,50.781209032367585,50.94921112060547,39195500,0.0,0.0,0.0,QQQ,-0.00328654999563438,-0.003291962563441421,,,,,,,,,,,,,,,51.117210388183594,-0.003286549995634351
2012-01-10,51.48858541454927,51.638905897534585,50.966890867238064,51.32058334350586,35949900,0.0,0.0,0.0,QQQ,0.00728906718538358,0.0072626303241406405,,,,,,,,,,,,,,,51.32058334350586,0.0
2012-01-11,51.31173097617893,51.541632060930446,51.117203181074835,51.42668151855469,37144100,0.0,0.0,0.0,QQQ,0.0020673610496333428,0.002065226999507153,,,,,,,,,,,,,,,51.42668151855469,0.0
2012-01-12,51.541640670096754,51.70080194826044,51.161422435934774,51.630062103271484,26188300,0.0,0.0,0.0,QQQ,0.003954767811401805,0.003946968273990997,,,,,,,,,,,,,,,51.630062103271484,0.0
2012-01-13,51.355956461132074,51.46206286138982,51.0022639628574,51.44437789916992,35980400,0.0,0.0,0.0,QQQ,-0.0035964358076918668,-0.0036029185307501284,,,,,,,,,,,,,,,51.630062103271484,-0.003596435807691907
2012-01-17,51.89533231083811,52.13407423974569,51.71848943585023,51.91301727294922,41790800,0.0,0.0,0.0,QQQ,0.009109632440260418,0.009068390018310479,,,,,,,,,,,,,,,51.91301727294922,0.0
2012-01-18,52.010276372967674,52.60271072387695,51.88648502673442,52.60271072387695,48692700,0.0,0.0,0.0,QQQ,0.013285558943751052,0.013198079859430419,,,,,,,,,,,,,,,52.60271072387695,0.0
2012-01-19,52.84146104502376,53.027151478884285,52.74419880345925,52.92988586425781,47774500,0.0,0.0,0.0,QQQ,0.006219739170824745,0.0062004764247236025,,,,,,,,,,,,,,,52.92988586425781,0.0
2012-01-20,52.699983148182675,52.87682940835682,52.664616594597334,52.850303649902344,41041700,0.0,0.0,0.0,QQQ,-0.0015035402600255265,-0.0015046717109458397,,,,,,,,,,,,,,,52.92988586425781,-0.0015035402600255476
2012-01-23,52.859132976060195,53.2393511723661,52.55849541091277,52.867977142333984,40958300,0.0,0.0,0.0,QQQ,0.0003344066393395906,0.0003343507379015675,,,,,,,,,,,,,,87.33859433403825,52.92988586425781,-0.0011696364145314263
2012-01-24,52.62923749727772,52.91219011502696,52.53197190247743,52.770713806152344,38440200,0.0,0.0,0.0,QQQ,-0.001839740074029761,-0.0018414344742893832,,,,,,,,,,,,,,84.92474022750282,52.92988586425781,-0.003007224661577318
2012-01-25,53.28356699815897,53.56652300403627,52.90335213842509,53.43388748168945,61591800,0.0,0.0,0.0,QQQ,0.012567077981419983,0.012488767662324794,,,,,,,,,,,,,,86.63715615238495,53.43388748168945,0.0
2012-01-26,53.663765014948076,53.76103057828604,52.99175360843333,53.2481803894043,37852700,0.0,0.0,0.0,QQQ,-0.0034754553905289587,-0.0034815088152895407,,,,,,,,,,,,,,80.85073616102936,53.43388748168945,-0.0034754553905289734
2012-01-27,53.13324445149734,53.50461847917392,53.106718698966475,53.40735626220703,45532300,0.0,0.0,0.0,QQQ,0.0029893204169360033,0.00298486128296839,,,,,,,,,,,,,,80.75988203250049,53.43388748168945,-0.0004965242233500886
2012-01-30,52.956396065766114,53.53114541621852,52.75302410086813,53.45156478881836,42797800,0.0,0.0,0.0,QQQ,0.0008277609997073831,0.0008274185945111483,,,,,,,,,,,,,,84.76623656073545,53.45156478881836,0.0
2012-01-31,53.71683189039082,53.81409747547881,53.17745246258357,53.522300720214844,51449600,0.0,0.0,0.0,QQQ,0.0013233650254385054,0.0013224901497114608,,,,,,,,,,,,,,83.37765050005726,53.522300720214844,0.0
2012-02-01,53.831786504709065,54.150109035228205,53.637255319822664,53.9555778503418,46146700,0.0,0.0,0.0,QQQ,0.008095263549896536,0.008062672673602115,,,,,,52.21996707007999,,,0.03323653532627846,,,,,84.87776852990785,53.9555778503418,0.0
2012-02-02,54.13242891454237,54.300430988196474,53.91137195670522,54.12358474731445,46373600,0.0,0.0,0.0,QQQ,0.003113800345881934,0.003108962509687342,0.07924120028713891,,,0.07574680013204804,,52.40144402640207,,,0.03286437526501551,,,,,84.72876305924156,54.12358474731445,0.0
2012-02-03,54.62757591034191,54.928213406489725,54.53915450626446,54.86631774902344,36453800,0.0,0.0,0.0,QQQ,0.01372290850978497,0.013629602055654855,0.0868131331250439,,,0.08592920190952436,,52.60818463280087,,,0.042923608407780645,,,,,91.25756699103965,54.86631774902344,0.0
2012-02-06,54.66295940117561,54.83980562632496,54.52148309566837,54.822120666503906,28541300,0.0,0.0,0.0,QQQ,-0.0008055412561437381,-0.0008058658788444392,0.08684227952504096,,,0.07620180245000019,,52.79302978515625,,,0.03843482538519072,,,,,89.07351274468212,54.86631774902344,-0.0008055412561437643
2012-02-07,54.77791528777603,55.043182964801325,54.53032919923245,54.937076568603516,37935700,0.0,0.0,0.0,QQQ,0.002096889005788638,0.002094693602512985,0.0869818616634336,,,0.07472759470659485,,52.974928174700054,,,0.0370391893205162,,,,,87.07855364920249,54.937076568603516,0.0
2012-02-08,54.94590636581632,55.228858947753906,54.742534408364975,55.228858947753906,41171100,0.0,0.0,0.0,QQQ,0.005311210522569887,0.005297155787104388,0.08362372871961062,,,0.0839983138702145,,53.17872092837379,,,0.03855184900256314,,,0.018359909285410758,,86.93162041190514,55.228858947753906,0.0
2012-02-09,55.441086795511474,55.68866951380087,55.10507926850334,55.626773834228516,46856400,0.0,0.0,0.0,QQQ,0.007204836276828219,0.007179005441027632,0.08358072332501006,,,0.0839076684280824,,53.3837776184082,,,0.042016438623984964,,,0.018746307668757956,,90.46382725589721,55.626773834228516,0.0
2012-02-10,55.228864878928086,55.38802614499333,55.04317785953903,55.237709045410156,58090500,0.0,0.0,0.0,QQQ,-0.0069942001306384505,-0.007018774199377543,0.09154132249467442,,,0.07410603628936197,,53.56525511968704,,,0.03122273798540043,,,0.01819242563807144,,81.1626700698188,55.626773834228516,-0.0069942001306385
2012-02-13,55.653291357130115,55.82129678231074,55.39686788243416,55.75055694580078,36810200,0.0,0.0,0.0,QQQ,0.009284380349102062,0.009241545416286285,0.09376414964361746,,,0.07980805512663136,,53.761469159807476,,,0.036998389684639976,,,0.01834407645464431,,85.32477258050804,55.75055694580078,0.0
2012-02-14,55.6267573922702,55.90086915868501,55.432226243649325,55.892024993896484,51648200,0.0,0.0,0.0,QQQ,0.0025375181136437774,0.0025343040505692344,0.09010285918833637,,,0.08645545492733664,,53.97326187860398,,,0.035550253005055765,,,0.018845399858054224,,83.25334604873134,55.892024993896484,0.0
2012-02-15,56.157309819760414,56.46679159413064,55.414558283558115,55.50298309326172,105709100,0.0,0.0,0.0,QQQ,-0.006960597700248816,-0.006984935664024832,0.0955867957017319,,,0.06915348035805957,,54.14421263195219,,,0.025095396077616572,,,0.018155602216886946,,78.91209901712666,55.892024993896484,-0.006960597700248823
2012-02-16,55.52066103332186,56.325308148019516,55.37918472875066,56.26341247558594,83642300,0.0,0.0,0.0,QQQ,0.013700693907685357,0.013607687935612045,0.0961475189584606,,,0.06959150396117031,,54.318531762985955,,,0.03580510462039532,,,0.0175100786471023,,81.72927780631316,56.26341247558594,0.0
2012-02-17,56.27226542655914,56.316476148840415,55.83899562591594,56.086578369140625,76112300,0.0,0.0,0.0,QQQ,-0.00314296802601588,-0.0031479175234844893,0.09792839920813515,,,0.05963913304061075,,54.468850453694664,,,0.029700056123292518,,,0.01686905685389939,,78.43566836189032,56.26341247558594,-0.003142968026015932
2012-02-21,56.14845433097971,56.49330256592121,55.89202750953988,56.24571990966797,38141300,0.0,0.0,0.0,QQQ,0.0028374264423822737,0.002833408546502585,0.0966823365608865,,,0.06424591771994281,,54.63053694225493,,,0.029565570060574586,,,0.016165253592012485,,78.83942334726167,56.26341247558594,-0.000314459524218265
2012-02-22,56.13962406768507,56.307626134070844,55.90972295256628,55.98930358886719,43174700,0.0,0.0,0.0,QQQ,-0.00455885925564814,-0.0045692825454429565,0.0998093325310257,,,0.05904002035352707,,54.77917153494699,,,0.0220910981311242,,,0.014931646305825552,,72.37403695313333,56.26341247558594,-0.004871885203153871
2012-02-23,56.0600344606042,56.42256766283738,55.785922674306605,56.36067199707031,54250000,0.0,0.0,0.0,QQQ,0.006632845640126339,0.006610945108043066,0.09920938817384373,,,0.06802936575967689,,54.9501219249907,,,0.025669644082047416,,,0.014884495569576606,,73.55723537431581,56.36067199707031,0.0
