Date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol,returns,log_returns,vol_21d,vol_63d,vol_252d,momentum_21d,momentum_63d,sma_21,sma_50,sma_200,price_to_sma21,price_to_sma50,price_to_sma200,sma21_slope,sma50_slope,rsi,cummax,drawdown
2012-01-03,62.39922796192416,62.55588765546039,61.64891710398055,61.81382369995117,60504700,0.0,0.0,0.0,IWM,,,,,,,,,,,,,,,,,61.81382369995117,0.0
2012-01-04,61.492274294770844,61.72313727835896,61.071770265781346,61.47578048706055,34648500,0.0,0.0,0.0,IWM,-0.005468731630832502,-0.005483739886080226,,,,,,,,,,,,,,,61.81382369995117,-0.005468731630832474
2012-01-05,61.03877889230808,62.11889036937093,60.49460284779965,61.82207107543945,57274600,0.0,0.0,0.0,IWM,0.00563295960840704,0.005617153819234495,,,,,,,,,,,,,,,61.82207107543945,0.0
2012-01-06,61.855036151865995,62.15186168858172,61.236650665465326,61.665401458740234,45499800,0.0,0.0,0.0,IWM,-0.002534202008665165,-0.0025374185339412407,,,,,,,,,,,,,,,61.82207107543945,-0.002534202008665157
2012-01-09,61.9540215214192,62.08594686619363,61.35212943488919,61.978755950927734,52042400,0.0,0.0,0.0,IWM,0.005081528454771611,0.005068661061328153,,,,,,,,,,,,,,,61.978755950927734,0.0
2012-01-10,62.79497897041096,63.01759494609626,62.630072423105574,62.88566970825195,42977600,0.0,0.0,0.0,IWM,0.014632655067202016,0.014526630796331676,,,,,,,,,,,,,,,62.88566970825195,0.0
2012-01-11,62.62182526432505,63.215476251088056,62.555868936217024,63.133026123046875,33445800,0.0,0.0,0.0,IWM,0.003933430556476436,0.003925714844697956,,,,,,,,,,,,,,,63.133026123046875,0.0
2012-01-12,63.31444978196857,63.421634369482504,62.61361393012776,63.322696685791016,36131400,0.0,0.0,0.0,IWM,0.0030043001958193205,0.002999796304425756,,,,,,,,,,,,,,,63.322696685791016,0.0
2012-01-13,62.811487185571906,63.05884394279993,62.33326747655433,62.98463439941406,42600400,0.0,0.0,0.0,IWM,-0.005338722197104628,-0.005353024099754586,,,,,,,,,,,,,,,63.322696685791016,-0.00533872219710458
2012-01-17,63.57002704638547,63.710192914239755,62.7702474736813,62.95988845825195,34518400,0.0,0.0,0.0,IWM,-0.0003928885417542327,-0.0003929657426789216,,,,,,,,,,,,,,,63.322696685791016,-0.005729513216079963
2012-01-18,62.92693176195326,64.08949995619393,62.78676583926387,64.08125305175781,49330800,0.0,0.0,0.0,IWM,0.017810777956657642,0.017654024580722235,,,,,,,,,,,,,,,64.08125305175781,0.0
2012-01-19,64.4192892651174,64.60893029037169,64.03177289271748,64.47700500488281,35830500,0.0,0.0,0.0,IWM,0.006175783622791364,0.00615679162465075,,,,,,,,,,,,,,,64.47700500488281,0.0
2012-01-20,64.39458632753484,64.73264031895785,64.22968593060214,64.51826477050781,42221200,0.0,0.0,0.0,IWM,0.0006399144256448164,0.0006397097677131299,,,,,,,,,,,,,,,64.51826477050781,0.0
2012-01-23,64.52647280767837,65.00468618693291,63.941068573495606,64.43577575683594,37481400,0.0,0.0,0.0,IWM,-0.00127853738728545,-0.001279355413536563,,,,,,,,,,,,,,79.12003829972927,64.51826477050781,-0.0012785373872854352
2012-01-24,64.04824191201868,64.93047155968414,63.71018818348587,64.80679321289062,49856900,0.0,0.0,0.0,IWM,0.005757941946020972,0.005741428357493765,,,,,,,,,,,,,,80.70978726735424,64.80679321289062,0.0
2012-01-25,64.80682979809961,65.60660976291416,64.46878216927179,65.3592529296875,68272900,0.0,0.0,0.0,IWM,0.00852471923710274,0.00848858900624184,,,,,,,,,,,,,,88.16750935227307,65.3592529296875,0.0
2012-01-26,65.84570408363416,65.88693230958157,64.9304928243897,65.2850341796875,52755700,0.0,0.0,0.0,IWM,-0.0011355507701387157,-0.0011361959964188803,,,,,,,,,,,,,,85.95766019625908,65.3592529296875,-0.00113555077013875
2012-01-27,64.97172640334261,65.77974685791406,64.94698569140934,65.73027801513672,52203500,0.0,0.0,0.0,IWM,0.006819998504155711,0.006796847514560968,,,,,,,,,,,,,,89.82121275764055,65.73027801513672,0.0
2012-01-30,65.20257529133004,65.49115396270494,64.74084312658692,65.21906280517578,46332400,0.0,0.0,0.0,IWM,-0.007777469157261296,-0.007807871408145818,,,,,,,,,,,,,,80.55873141045612,65.73027801513672,-0.007777469157261318
2012-01-31,65.68077077872994,65.81268971253797,64.7902943859972,65.153076171875,52024000,0.0,0.0,0.0,IWM,-0.0010117691126273476,-0.001012281296499673,,,,,,,,,,,,,,75.41455622323909,65.73027801513672,-0.008781369266820957
2012-02-01,65.76323873419878,66.70318419571271,65.52412891812347,66.55477142333984,67292200,0.0,0.0,0.0,IWM,0.021513876762582207,0.02128571987497904,,,,,,63.79344358898344,,,0.04328544877036955,,,,,80.46870010991952,66.55477142333984,0.0
2012-02-02,66.8186352812118,67.2226455005838,66.57127849108107,66.93406677246094,46400100,0.0,0.0,0.0,IWM,0.005698995594297651,0.0056828177547609245,0.1189028776496945,,,0.0828333011295952,,64.03726468767438,,,0.045236193315173256,,,,,81.10672638077932,66.93406677246094,0.0
2012-02-03,67.99769976762805,68.61608553300765,67.80805869840503,68.39346313476562,72738000,0.0,0.0,0.0,IWM,0.02180349159518169,0.021569195011072715,0.12914004719634675,,,0.1125269592821374,,64.36667814708892,,,0.06256008704495852,,,,,89.04648813700469,68.39346313476562,0.0
2012-02-06,68.08014795222698,68.37697361416485,67.91524760250377,68.17084503173828,34516000,0.0,0.0,0.0,IWM,-0.003254961699902359,-0.003260270611068204,0.13232778571603007,,,0.10269429421980414,,64.66900071643647,,,0.054150277204016994,,,,,86.57318782104795,68.39346313476562,-0.0032549616999023256
2012-02-07,68.11313589273105,68.42644910383977,67.67614426205061,68.12962341308594,41623400,0.0,0.0,0.0,IWM,-0.0006046810573222539,-0.0006048639506445974,0.131162593600306,,,0.1048273716124406,,64.97682080950055,,,0.04852195851238683,,,,,83.49154613460038,68.39346313476562,-0.0038576745435423498
