,regime
1970-01-01 00:00:01.054517400,1
1970-01-01 00:00:01.054603800,1
1970-01-01 00:00:01.054690200,1
1970-01-01 00:00:01.054776600,1
1970-01-01 00:00:01.054863000,1
1970-01-01 00:00:01.055122200,1
1970-01-01 00:00:01.055208600,1
1970-01-01 00:00:01.055295000,1
1970-01-01 00:00:01.055381400,1
1970-01-01 00:00:01.055467800,1
1970-01-01 00:00:01.055727000,1
1970-01-01 00:00:01.055813400,1
1970-01-01 00:00:01.055899800,1
1970-01-01 00:00:01.055986200,1
1970-01-01 00:00:01.056072600,1
1970-01-01 00:00:01.056331800,1
1970-01-01 00:00:01.056418200,1
1970-01-01 00:00:01.056504600,1
1970-01-01 00:00:01.056591000,1
1970-01-01 00:00:01.056677400,1
1970-01-01 00:00:01.056936600,1
1970-01-01 00:00:01.057023000,1
1970-01-01 00:00:01.057109400,1
1970-01-01 00:00:01.057195800,1
1970-01-01 00:00:01.057282200,1
1970-01-01 00:00:01.057541400,1
1970-01-01 00:00:01.057627800,1
1970-01-01 00:00:01.057714200,1
1970-01-01 00:00:01.057800600,1
1970-01-01 00:00:01.057887000,1
1970-01-01 00:00:01.058146200,1
1970-01-01 00:00:01.058232600,1
1970-01-01 00:00:01.058319000,1
1970-01-01 00:00:01.058405400,1
1970-01-01 00:00:01.058491800,1
1970-01-01 00:00:01.058751000,1
1970-01-01 00:00:01.058837400,1
1970-01-01 00:00:01.058923800,1
1970-01-01 00:00:01.059010200,1
1970-01-01 00:00:01.059096600,1
1970-01-01 00:00:01.059355800,1
1970-01-01 00:00:01.059442200,1
1970-01-01 00:00:01.059528600,1
1970-01-01 00:00:01.059615000,1
1970-01-01 00:00:01.059701400,1
1970-01-01 00:00:01.059960600,1
1970-01-01 00:00:01.060047000,1
1970-01-01 00:00:01.060133400,1
1970-01-01 00:00:01.060219800,1
1970-01-01 00:00:01.060306200,1
1970-01-01 00:00:01.060565400,1
1970-01-01 00:00:01.060651800,1
1970-01-01 00:00:01.060738200,1
1970-01-01 00:00:01.060824600,1
1970-01-01 00:00:01.060911000,1
1970-01-01 00:00:01.061170200,1
1970-01-01 00:00:01.061256600,1
1970-01-01 00:00:01.061343000,1
1970-01-01 00:00:01.061429400,1
1970-01-01 00:00:01.061515800,1
1970-01-01 00:00:01.061775000,1
1970-01-01 00:00:01.061861400,1
1970-01-01 00:00:01.061947800,1
1970-01-01 00:00:01.062034200,1
1970-01-01 00:00:01.062120600,1
1970-01-01 00:00:01.062379800,1
1970-01-01 00:00:01.062466200,1
1970-01-01 00:00:01.062552600,1
1970-01-01 00:00:01.062639000,1
1970-01-01 00:00:01.062725400,1
1970-01-01 00:00:01.062984600,1
1970-01-01 00:00:01.063071000,1
1970-01-01 00:00:01.063157400,1
1970-01-01 00:00:01.063243800,1
1970-01-01 00:00:01.063330200,1
1970-01-01 00:00:01.063589400,1
1970-01-01 00:00:01.063675800,1
1970-01-01 00:00:01.063762200,1
1970-01-01 00:00:01.063848600,1
1970-01-01 00:00:01.063935000,1
1970-01-01 00:00:01.064194200,1
1970-01-01 00:00:01.064280600,1
1970-01-01 00:00:01.064367000,1
1970-01-01 00:00:01.064453400,1
1970-01-01 00:00:01.064539800,1
1970-01-01 00:00:01.064799000,1
1970-01-01 00:00:01.064885400,1
1970-01-01 00:00:01.065576600,1
1970-01-01 00:00:01.065663000,1
1970-01-01 00:00:01.065749400,1
1970-01-01 00:00:01.066008600,1
1970-01-01 00:00:01.066095000,1
1970-01-01 00:00:01.066181400,1
1970-01-01 00:00:01.066267800,1
1970-01-01 00:00:01.066354200,1
1970-01-01 00:00:01.066613400,1
1970-01-01 00:00:01.066699800,1
1970-01-01 00:00:01.066786200,1
1970-01-01 00:00:01.066872600,1
1970-01-01 00:00:01.066959000,1
1970-01-01 00:00:01.067218200,1
1970-01-01 00:00:01.067304600,1
1970-01-01 00:00:01.067391000,1
1970-01-01 00:00:01.067477400,1
1970-01-01 00:00:01.067563800,1
1970-01-01 00:00:01.067823000,1
1970-01-01 00:00:01.067909400,1
1970-01-01 00:00:01.067995800,1
1970-01-01 00:00:01.068082200,1
1970-01-01 00:00:01.068168600,1
1970-01-01 00:00:01.068427800,1
1970-01-01 00:00:01.068514200,1
1970-01-01 00:00:01.068600600,1
1970-01-01 00:00:01.068687000,1
1970-01-01 00:00:01.068773400,1
1970-01-01 00:00:01.069032600,1
1970-01-01 00:00:01.069119000,1
1970-01-01 00:00:01.069205400,1
1970-01-01 00:00:01.069291800,1
1970-01-01 00:00:01.069378200,1
1970-01-01 00:00:01.069637400,1
1970-01-01 00:00:01.069723800,1
1970-01-01 00:00:01.069810200,1
1970-01-01 00:00:01.069896600,1
1970-01-01 00:00:01.069983000,1
1970-01-01 00:00:01.070242200,1
1970-01-01 00:00:01.070328600,1
1970-01-01 00:00:01.070415000,1
1970-01-01 00:00:01.070501400,1
1970-01-01 00:00:01.070587800,1
1970-01-01 00:00:01.070847000,1
1970-01-01 00:00:01.070933400,1
1970-01-01 00:00:01.071019800,1
1970-01-01 00:00:01.071106200,1
1970-01-01 00:00:01.071192600,1
1970-01-01 00:00:01.071451800,1
1970-01-01 00:00:01.071538200,1
1970-01-01 00:00:01.071624600,1
1970-01-01 00:00:01.071711000,1
1970-01-01 00:00:01.071797400,1
1970-01-01 00:00:01.072056600,1
1970-01-01 00:00:01.072143000,1
1970-01-01 00:00:01.072229400,1
1970-01-01 00:00:01.072315800,1
1970-01-01 00:00:01.072402200,1
1970-01-01 00:00:01.072661400,1
1970-01-01 00:00:01.072747800,1
1970-01-01 00:00:01.072834200,1
1970-01-01 00:00:01.073007000,1
1970-01-01 00:00:01.073266200,1
1970-01-01 00:00:01.073352600,1
1970-01-01 00:00:01.073439000,1
1970-01-01 00:00:01.073525400,1
1970-01-01 00:00:01.073611800,1
1970-01-01 00:00:01.073871000,1
1970-01-01 00:00:01.073957400,1
1970-01-01 00:00:01.074043800,1
1970-01-01 00:00:01.074130200,1
1970-01-01 00:00:01.074216600,1
1970-01-01 00:00:01.075339800,1
1970-01-01 00:00:01.075426200,1
1970-01-01 00:00:01.075685400,1
1970-01-01 00:00:01.075771800,1
1970-01-01 00:00:01.075858200,1
1970-01-01 00:00:01.075944600,1
1970-01-01 00:00:01.076031000,1
1970-01-01 00:00:01.076290200,1
1970-01-01 00:00:01.076376600,1
1970-01-01 00:00:01.076463000,1
1970-01-01 00:00:01.076549400,1
1970-01-01 00:00:01.076635800,1
1970-01-01 00:00:01.076895000,1
1970-01-01 00:00:01.076981400,1
1970-01-01 00:00:01.077067800,1
1970-01-01 00:00:01.077154200,1
1970-01-01 00:00:01.077240600,1
1970-01-01 00:00:01.077499800,1
1970-01-01 00:00:01.077586200,1
1970-01-01 00:00:01.077672600,1
1970-01-01 00:00:01.077759000,1
1970-01-01 00:00:01.077845400,1
1970-01-01 00:00:01.078104600,1
1970-01-01 00:00:01.078191000,1
1970-01-01 00:00:01.078277400,1
1970-01-01 00:00:01.078363800,1
1970-01-01 00:00:01.078450200,1
1970-01-01 00:00:01.078709400,1
1970-01-01 00:00:01.078795800,1
1970-01-01 00:00:01.078882200,1
1970-01-01 00:00:01.078968600,1
1970-01-01 00:00:01.079055000,1
1970-01-01 00:00:01.079314200,1
1970-01-01 00:00:01.079400600,1
1970-01-01 00:00:01.079487000,1
1970-01-01 00:00:01.079573400,1
1970-01-01 00:00:01.079659800,1
1970-01-01 00:00:01.079919000,1
1970-01-01 00:00:01.080005400,1
1970-01-01 00:00:01.080091800,1
1970-01-01 00:00:01.080178200,1
1970-01-01 00:00:01.080264600,1
1970-01-01 00:00:01.080523800,1
1970-01-01 00:00:01.080610200,1
1970-01-01 00:00:01.080696600,1
1970-01-01 00:00:01.080783000,1
1970-01-01 00:00:01.080869400,1
1970-01-01 00:00:01.081128600,1
1970-01-01 00:00:01.081215000,1
1970-01-01 00:00:01.081301400,1
1970-01-01 00:00:01.081387800,1
1970-01-01 00:00:01.081474200,1
1970-01-01 00:00:01.081733400,1
1970-01-01 00:00:01.081819800,1
1970-01-01 00:00:01.081906200,1
1970-01-01 00:00:01.081992600,1
1970-01-01 00:00:01.082079000,1
1970-01-01 00:00:01.082338200,1
1970-01-01 00:00:01.082424600,1
1970-01-01 00:00:01.082511000,1
1970-01-01 00:00:01.082597400,1
1970-01-01 00:00:01.082683800,1
1970-01-01 00:00:01.082943000,1
1970-01-01 00:00:01.083029400,1
1970-01-01 00:00:01.083115800,1
1970-01-01 00:00:01.083202200,1
1970-01-01 00:00:01.083288600,1
1970-01-01 00:00:01.084152600,1
1970-01-01 00:00:01.084239000,1
1970-01-01 00:00:01.084325400,1
1970-01-01 00:00:01.084411800,1
1970-01-01 00:00:01.084498200,1
1970-01-01 00:00:01.084757400,1
1970-01-01 00:00:01.084843800,1
1970-01-01 00:00:01.084930200,1
1970-01-01 00:00:01.085016600,1
1970-01-01 00:00:01.085103000,1
1970-01-01 00:00:01.085362200,1
1970-01-01 00:00:01.085448600,1
1970-01-01 00:00:01.085535000,1
1970-01-01 00:00:01.085621400,1
1970-01-01 00:00:01.085707800,1
1970-01-01 00:00:01.085967000,1
1970-01-01 00:00:01.086053400,1
1970-01-01 00:00:01.086139800,1
1970-01-01 00:00:01.086226200,1
1970-01-01 00:00:01.086312600,1
1970-01-01 00:00:01.086571800,1
1970-01-01 00:00:01.086658200,1
1970-01-01 00:00:01.086744600,1
1970-01-01 00:00:01.086831000,1
1970-01-01 00:00:01.086917400,1
1970-01-01 00:00:01.087176600,1
1970-01-01 00:00:01.087263000,1
1970-01-01 00:00:01.087349400,1
1970-01-01 00:00:01.087435800,1
1970-01-01 00:00:01.087522200,1
1970-01-01 00:00:01.087781400,1
1970-01-01 00:00:01.087867800,1
1970-01-01 00:00:01.087954200,1
1970-01-01 00:00:01.088040600,1
1970-01-01 00:00:01.088127000,1
1970-01-01 00:00:01.088386200,1
1970-01-01 00:00:01.088472600,1
1970-01-01 00:00:01.088559000,1
1970-01-01 00:00:01.088645400,1
1970-01-01 00:00:01.088731800,1
1970-01-01 00:00:01.088991000,1
1970-01-01 00:00:01.089077400,1
1970-01-01 00:00:01.089163800,1
1970-01-01 00:00:01.089250200,1
1970-01-01 00:00:01.089336600,1
1970-01-01 00:00:01.089595800,1
1970-01-01 00:00:01.089682200,1
1970-01-01 00:00:01.089768600,1
1970-01-01 00:00:01.089855000,1
1970-01-01 00:00:01.089941400,1
1970-01-01 00:00:01.090200600,1
1970-01-01 00:00:01.090287000,1
1970-01-01 00:00:01.090373400,1
1970-01-01 00:00:01.090459800,1
1970-01-01 00:00:01.090546200,1
1970-01-01 00:00:01.090805400,1
1970-01-01 00:00:01.090891800,1
1970-01-01 00:00:01.090978200,1
1970-01-01 00:00:01.091064600,1
1970-01-01 00:00:01.091151000,1
1970-01-01 00:00:01.091410200,1
1970-01-01 00:00:01.091496600,1
1970-01-01 00:00:01.091583000,1
1970-01-01 00:00:01.091669400,1
1970-01-01 00:00:01.091755800,1
1970-01-01 00:00:01.092015000,1
1970-01-01 00:00:01.092101400,1
1970-01-01 00:00:01.092187800,1
1970-01-01 00:00:01.092274200,1
1970-01-01 00:00:01.092360600,1
1970-01-01 00:00:01.092619800,1
1970-01-01 00:00:01.092706200,1
1970-01-01 00:00:01.092792600,1
1970-01-01 00:00:01.092879000,1
1970-01-01 00:00:01.092965400,1
1970-01-01 00:00:01.093224600,1
1970-01-01 00:00:01.093311000,1
1970-01-01 00:00:01.093397400,1
1970-01-01 00:00:01.093483800,1
1970-01-01 00:00:01.093570200,1
1970-01-01 00:00:01.093829400,1
1970-01-01 00:00:01.093915800,1
1970-01-01 00:00:01.094002200,1
1970-01-01 00:00:01.094088600,1
1970-01-01 00:00:01.094175000,1
1970-01-01 00:00:01.094434200,1
1970-01-01 00:00:01.094520600,1
1970-01-01 00:00:01.094607000,1
1970-01-01 00:00:01.094693400,1
1970-01-01 00:00:01.094779800,1
1970-01-01 00:00:01.095039000,1
1970-01-01 00:00:01.095125400,1
1970-01-01 00:00:01.095211800,1
1970-01-01 00:00:01.095298200,1
1970-01-01 00:00:01.095384600,1
1970-01-01 00:00:01.095643800,1
1970-01-01 00:00:01.095730200,1
1970-01-01 00:00:01.095816600,1
1970-01-01 00:00:01.095903000,1
1970-01-01 00:00:01.095989400,1
1970-01-01 00:00:01.096248600,1
1970-01-01 00:00:01.096335000,1
1970-01-01 00:00:01.096421400,1
1970-01-01 00:00:01.096507800,1
1970-01-01 00:00:01.097199000,1
1970-01-01 00:00:01.097458200,1
1970-01-01 00:00:01.097544600,1
1970-01-01 00:00:01.097631000,1
1970-01-01 00:00:01.097717400,1
1970-01-01 00:00:01.097803800,1
1970-01-01 00:00:01.098063000,1
1970-01-01 00:00:01.098149400,1
1970-01-01 00:00:01.098235800,1
1970-01-01 00:00:01.098322200,1
1970-01-01 00:00:01.098408600,1
1970-01-01 00:00:01.098667800,1
1970-01-01 00:00:01.098754200,1
1970-01-01 00:00:01.098840600,1
1970-01-01 00:00:01.098927000,1
1970-01-01 00:00:01.099013400,1
1970-01-01 00:00:01.099272600,1
1970-01-01 00:00:01.099359000,1
1970-01-01 00:00:01.099445400,1
1970-01-01 00:00:01.099531800,1
1970-01-01 00:00:01.099618200,1
1970-01-01 00:00:01.099877400,1
1970-01-01 00:00:01.099963800,1
1970-01-01 00:00:01.100050200,1
1970-01-01 00:00:01.100136600,1
1970-01-01 00:00:01.100223000,1
1970-01-01 00:00:01.100482200,1
1970-01-01 00:00:01.100568600,1
1970-01-01 00:00:01.100655000,1
1970-01-01 00:00:01.100741400,1
1970-01-01 00:00:01.100827800,1
1970-01-01 00:00:01.101087000,1
1970-01-01 00:00:01.101173400,1
1970-01-01 00:00:01.101259800,1
1970-01-01 00:00:01.101346200,1
1970-01-01 00:00:01.101432600,1
1970-01-01 00:00:01.101691800,1
1970-01-01 00:00:01.101778200,1
1970-01-01 00:00:01.101864600,1
1970-01-01 00:00:01.101951000,1
1970-01-01 00:00:01.102037400,1
1970-01-01 00:00:01.102296600,1
1970-01-01 00:00:01.102383000,1
1970-01-01 00:00:01.102469400,1
1970-01-01 00:00:01.102555800,1
1970-01-01 00:00:01.102642200,1
1970-01-01 00:00:01.102901400,1
1970-01-01 00:00:01.102987800,1
1970-01-01 00:00:01.103074200,1
1970-01-01 00:00:01.103160600,1
1970-01-01 00:00:01.103247000,1
1970-01-01 00:00:01.103506200,1
1970-01-01 00:00:01.103592600,1
1970-01-01 00:00:01.103679000,1
1970-01-01 00:00:01.103765400,1
1970-01-01 00:00:01.103851800,1
1970-01-01 00:00:01.104111000,1
1970-01-01 00:00:01.104197400,1
1970-01-01 00:00:01.104283800,1
1970-01-01 00:00:01.104370200,1
1970-01-01 00:00:01.104456600,1
1970-01-01 00:00:01.104802200,1
1970-01-01 00:00:01.104888600,1
1970-01-01 00:00:01.104975000,1
1970-01-01 00:00:01.105061400,1
1970-01-01 00:00:01.105320600,1
1970-01-01 00:00:01.105407000,1
1970-01-01 00:00:01.105493400,1
1970-01-01 00:00:01.105579800,1
1970-01-01 00:00:01.105666200,1
1970-01-01 00:00:01.105925400,1
1970-01-01 00:00:01.106011800,1
1970-01-01 00:00:01.106098200,1
1970-01-01 00:00:01.106184600,1
1970-01-01 00:00:01.106271000,1
1970-01-01 00:00:01.106530200,1
1970-01-01 00:00:01.106616600,1
1970-01-01 00:00:01.106703000,1
1970-01-01 00:00:01.106789400,1
1970-01-01 00:00:01.106875800,1
1970-01-01 00:00:01.107135000,1
1970-01-01 00:00:01.107221400,1
1970-01-01 00:00:01.107307800,1
1970-01-01 00:00:01.107394200,1
1970-01-01 00:00:01.107480600,1
1970-01-01 00:00:01.108517400,1
1970-01-01 00:00:01.108603800,1
1970-01-01 00:00:01.108690200,1
1970-01-01 00:00:01.108949400,1
1970-01-01 00:00:01.109035800,1
1970-01-01 00:00:01.109122200,1
1970-01-01 00:00:01.109208600,1
1970-01-01 00:00:01.109295000,1
1970-01-01 00:00:01.109554200,1
1970-01-01 00:00:01.109640600,1
1970-01-01 00:00:01.109727000,1
1970-01-01 00:00:01.109813400,1
1970-01-01 00:00:01.109899800,1
1970-01-01 00:00:01.110159000,1
1970-01-01 00:00:01.110245400,1
1970-01-01 00:00:01.110331800,1
1970-01-01 00:00:01.110418200,1
1970-01-01 00:00:01.110504600,1
1970-01-01 00:00:01.110763800,1
1970-01-01 00:00:01.110850200,1
1970-01-01 00:00:01.110936600,1
1970-01-01 00:00:01.111023000,1
1970-01-01 00:00:01.111109400,1
1970-01-01 00:00:01.111368600,1
1970-01-01 00:00:01.111455000,1
1970-01-01 00:00:01.111541400,1
1970-01-01 00:00:01.111627800,1
1970-01-01 00:00:01.111714200,1
1970-01-01 00:00:01.111973400,1
1970-01-01 00:00:01.112059800,1
1970-01-01 00:00:01.112146200,1
1970-01-01 00:00:01.112232600,1
1970-01-01 00:00:01.112319000,1
1970-01-01 00:00:01.112578200,1
1970-01-01 00:00:01.112664600,1
1970-01-01 00:00:01.112751000,1
1970-01-01 00:00:01.112837400,1
1970-01-01 00:00:01.112923800,1
1970-01-01 00:00:01.113183000,1
1970-01-01 00:00:01.113269400,1
1970-01-01 00:00:01.113355800,1
1970-01-01 00:00:01.113442200,1
1970-01-01 00:00:01.113528600,1
1970-01-01 00:00:01.113787800,1
1970-01-01 00:00:01.113874200,1
1970-01-01 00:00:01.113960600,1
1970-01-01 00:00:01.114047000,1
1970-01-01 00:00:01.114133400,1
1970-01-01 00:00:01.114392600,1
1970-01-01 00:00:01.114479000,1
1970-01-01 00:00:01.114565400,1
1970-01-01 00:00:01.114651800,1
1970-01-01 00:00:01.114738200,1
1970-01-01 00:00:01.115602200,1
1970-01-01 00:00:01.115688600,1
1970-01-01 00:00:01.115775000,1
1970-01-01 00:00:01.115861400,1
1970-01-01 00:00:01.115947800,1
1970-01-01 00:00:01.116207000,1
1970-01-01 00:00:01.116293400,1
1970-01-01 00:00:01.116379800,1
1970-01-01 00:00:01.116466200,1
1970-01-01 00:00:01.116552600,1
1970-01-01 00:00:01.116811800,1
1970-01-01 00:00:01.116898200,1
1970-01-01 00:00:01.116984600,1
1970-01-01 00:00:01.117071000,1
1970-01-01 00:00:01.117157400,1
1970-01-01 00:00:01.117416600,1
1970-01-01 00:00:01.117503000,1
1970-01-01 00:00:01.117589400,1
1970-01-01 00:00:01.117675800,1
1970-01-01 00:00:01.117762200,1
1970-01-01 00:00:01.118021400,1
1970-01-01 00:00:01.118107800,1
1970-01-01 00:00:01.118194200,1
1970-01-01 00:00:01.118280600,1
1970-01-01 00:00:01.118367000,1
1970-01-01 00:00:01.118626200,1
1970-01-01 00:00:01.118712600,1
1970-01-01 00:00:01.118799000,1
1970-01-01 00:00:01.118885400,1
1970-01-01 00:00:01.118971800,1
1970-01-01 00:00:01.119231000,1
1970-01-01 00:00:01.119317400,1
1970-01-01 00:00:01.119403800,1
1970-01-01 00:00:01.119490200,1
1970-01-01 00:00:01.119576600,1
1970-01-01 00:00:01.119835800,1
1970-01-01 00:00:01.119922200,1
1970-01-01 00:00:01.120008600,1
1970-01-01 00:00:01.120095000,1
1970-01-01 00:00:01.120181400,1
1970-01-01 00:00:01.120440600,1
1970-01-01 00:00:01.120527000,1
1970-01-01 00:00:01.120613400,1
1970-01-01 00:00:01.120699800,1
1970-01-01 00:00:01.120786200,1
1970-01-01 00:00:01.121045400,1
1970-01-01 00:00:01.121131800,1
1970-01-01 00:00:01.121218200,1
1970-01-01 00:00:01.121304600,1
1970-01-01 00:00:01.121391000,1
1970-01-01 00:00:01.121650200,1
1970-01-01 00:00:01.121736600,1
1970-01-01 00:00:01.121823000,1
1970-01-01 00:00:01.121909400,1
1970-01-01 00:00:01.121995800,1
1970-01-01 00:00:01.122255000,1
1970-01-01 00:00:01.122341400,1
1970-01-01 00:00:01.122427800,1
1970-01-01 00:00:01.122514200,1
1970-01-01 00:00:01.122600600,1
1970-01-01 00:00:01.122859800,1
1970-01-01 00:00:01.122946200,1
1970-01-01 00:00:01.123032600,1
1970-01-01 00:00:01.123119000,1
1970-01-01 00:00:01.123205400,1
1970-01-01 00:00:01.123464600,1
1970-01-01 00:00:01.123551000,1
1970-01-01 00:00:01.123637400,1
1970-01-01 00:00:01.123723800,1
1970-01-01 00:00:01.123810200,1
1970-01-01 00:00:01.124069400,1
1970-01-01 00:00:01.124155800,1
1970-01-01 00:00:01.124242200,1
1970-01-01 00:00:01.124328600,1
1970-01-01 00:00:01.124415000,1
1970-01-01 00:00:01.124674200,1
1970-01-01 00:00:01.124760600,1
1970-01-01 00:00:01.124847000,1
1970-01-01 00:00:01.124933400,1
1970-01-01 00:00:01.125019800,1
1970-01-01 00:00:01.125279000,1
1970-01-01 00:00:01.125365400,1
1970-01-01 00:00:01.125451800,1
1970-01-01 00:00:01.125538200,1
1970-01-01 00:00:01.125624600,1
1970-01-01 00:00:01.125883800,1
1970-01-01 00:00:01.125970200,1
1970-01-01 00:00:01.126056600,1
1970-01-01 00:00:01.126143000,1
1970-01-01 00:00:01.126229400,1
1970-01-01 00:00:01.126488600,1
1970-01-01 00:00:01.126575000,1
1970-01-01 00:00:01.126661400,1
1970-01-01 00:00:01.126747800,1
1970-01-01 00:00:01.126834200,1
1970-01-01 00:00:01.127093400,1
1970-01-01 00:00:01.127179800,1
1970-01-01 00:00:01.127266200,1
1970-01-01 00:00:01.127352600,1
1970-01-01 00:00:01.127439000,1
1970-01-01 00:00:01.127698200,1
1970-01-01 00:00:01.127784600,1
1970-01-01 00:00:01.127871000,1
1970-01-01 00:00:01.127957400,1
1970-01-01 00:00:01.128043800,1
1970-01-01 00:00:01.128907800,1
1970-01-01 00:00:01.128994200,1
1970-01-01 00:00:01.129080600,1
1970-01-01 00:00:01.129167000,1
1970-01-01 00:00:01.129253400,1
1970-01-01 00:00:01.129512600,1
1970-01-01 00:00:01.129599000,1
1970-01-01 00:00:01.129685400,1
1970-01-01 00:00:01.129771800,1
1970-01-01 00:00:01.129858200,1
1970-01-01 00:00:01.130117400,1
1970-01-01 00:00:01.130203800,1
1970-01-01 00:00:01.130290200,1
1970-01-01 00:00:01.130376600,1
1970-01-01 00:00:01.130463000,1
1970-01-01 00:00:01.130722200,1
1970-01-01 00:00:01.130808600,1
1970-01-01 00:00:01.130895000,1
1970-01-01 00:00:01.130981400,1
1970-01-01 00:00:01.131067800,1
1970-01-01 00:00:01.131327000,1
1970-01-01 00:00:01.131413400,1
1970-01-01 00:00:01.131499800,1
1970-01-01 00:00:01.131586200,1
1970-01-01 00:00:01.131672600,1
1970-01-01 00:00:01.131931800,1
1970-01-01 00:00:01.132018200,1
1970-01-01 00:00:01.132104600,1
1970-01-01 00:00:01.132191000,1
1970-01-01 00:00:01.132277400,1
1970-01-01 00:00:01.132536600,1
1970-01-01 00:00:01.132623000,1
1970-01-01 00:00:01.132709400,1
1970-01-01 00:00:01.132795800,1
1970-01-01 00:00:01.132882200,1
1970-01-01 00:00:01.133141400,1
1970-01-01 00:00:01.133227800,1
1970-01-01 00:00:01.133314200,1
1970-01-01 00:00:01.133400600,1
1970-01-01 00:00:01.133487000,1
1970-01-01 00:00:01.133746200,1
1970-01-01 00:00:01.133832600,1
1970-01-01 00:00:01.133919000,1
1970-01-01 00:00:01.134005400,1
1970-01-01 00:00:01.134091800,1
1970-01-01 00:00:01.134351000,1
1970-01-01 00:00:01.134437400,1
1970-01-01 00:00:01.134523800,1
1970-01-01 00:00:01.134610200,1
1970-01-01 00:00:01.134696600,1
1970-01-01 00:00:01.134955800,1
1970-01-01 00:00:01.135042200,1
1970-01-01 00:00:01.135128600,1
1970-01-01 00:00:01.135215000,1
1970-01-01 00:00:01.135301400,1
1970-01-01 00:00:01.135560600,1
1970-01-01 00:00:01.135647000,1
1970-01-01 00:00:01.135733400,1
1970-01-01 00:00:01.135819800,1
1970-01-01 00:00:01.135906200,1
1970-01-01 00:00:01.136251800,3
1970-01-01 00:00:01.136338200,3
1970-01-01 00:00:01.136424600,3
1970-01-01 00:00:01.136511000,3
1970-01-01 00:00:01.136770200,3
1970-01-01 00:00:01.136856600,3
1970-01-01 00:00:01.136943000,3
1970-01-01 00:00:01.137029400,3
1970-01-01 00:00:01.137115800,3
1970-01-01 00:00:01.137375000,3
1970-01-01 00:00:01.137461400,3
1970-01-01 00:00:01.137547800,3
1970-01-01 00:00:01.137634200,3
1970-01-01 00:00:01.137720600,3
1970-01-01 00:00:01.137979800,3
1970-01-01 00:00:01.138066200,3
1970-01-01 00:00:01.138152600,3
1970-01-01 00:00:01.139189400,3
1970-01-01 00:00:01.139275800,3
1970-01-01 00:00:01.139362200,3
1970-01-01 00:00:01.139448600,3
1970-01-01 00:00:01.139535000,3
1970-01-01 00:00:01.139794200,3
1970-01-01 00:00:01.139880600,3
1970-01-01 00:00:01.139967000,3
1970-01-01 00:00:01.140053400,3
1970-01-01 00:00:01.140139800,3
1970-01-01 00:00:01.140399000,3
1970-01-01 00:00:01.140485400,3
1970-01-01 00:00:01.140571800,3
1970-01-01 00:00:01.140658200,3
1970-01-01 00:00:01.140744600,3
1970-01-01 00:00:01.141003800,3
1970-01-01 00:00:01.141090200,3
1970-01-01 00:00:01.141176600,3
1970-01-01 00:00:01.141263000,3
1970-01-01 00:00:01.141349400,3
1970-01-01 00:00:01.141608600,3
1970-01-01 00:00:01.141695000,3
1970-01-01 00:00:01.141781400,3
1970-01-01 00:00:01.141867800,3
1970-01-01 00:00:01.141954200,3
1970-01-01 00:00:01.142213400,3
1970-01-01 00:00:01.142299800,3
1970-01-01 00:00:01.142386200,3
1970-01-01 00:00:01.142472600,3
1970-01-01 00:00:01.142559000,3
1970-01-01 00:00:01.142818200,3
1970-01-01 00:00:01.142904600,3
1970-01-01 00:00:01.142991000,3
1970-01-01 00:00:01.143077400,3
1970-01-01 00:00:01.143163800,3
1970-01-01 00:00:01.143423000,3
1970-01-01 00:00:01.143509400,3
1970-01-01 00:00:01.143595800,3
1970-01-01 00:00:01.143682200,3
1970-01-01 00:00:01.143768600,3
1970-01-01 00:00:01.144027800,3
1970-01-01 00:00:01.144114200,3
1970-01-01 00:00:01.144200600,3
1970-01-01 00:00:01.144287000,3
1970-01-01 00:00:01.144373400,3
1970-01-01 00:00:01.144632600,3
1970-01-01 00:00:01.144719000,3
1970-01-01 00:00:01.144805400,3
1970-01-01 00:00:01.144891800,3
1970-01-01 00:00:01.144978200,3
1970-01-01 00:00:01.145237400,3
1970-01-01 00:00:01.145323800,3
1970-01-01 00:00:01.145410200,3
1970-01-01 00:00:01.145496600,3
1970-01-01 00:00:01.145583000,3
1970-01-01 00:00:01.145842200,3
1970-01-01 00:00:01.145928600,3
1970-01-01 00:00:01.146015000,3
1970-01-01 00:00:01.146101400,3
1970-01-01 00:00:01.146187800,3
1970-01-01 00:00:01.147051800,3
1970-01-01 00:00:01.147138200,3
1970-01-01 00:00:01.147224600,3
1970-01-01 00:00:01.147311000,3
1970-01-01 00:00:01.147397400,3
1970-01-01 00:00:01.147656600,3
1970-01-01 00:00:01.147743000,3
1970-01-01 00:00:01.147829400,3
1970-01-01 00:00:01.147915800,3
1970-01-01 00:00:01.148002200,3
1970-01-01 00:00:01.148261400,3
1970-01-01 00:00:01.148347800,3
1970-01-01 00:00:01.148434200,3
1970-01-01 00:00:01.148520600,3
1970-01-01 00:00:01.148607000,3
1970-01-01 00:00:01.148866200,3
1970-01-01 00:00:01.148952600,3
1970-01-01 00:00:01.149039000,3
1970-01-01 00:00:01.149125400,3
1970-01-01 00:00:01.149211800,3
1970-01-01 00:00:01.149471000,3
1970-01-01 00:00:01.149557400,3
1970-01-01 00:00:01.149643800,3
1970-01-01 00:00:01.149730200,3
1970-01-01 00:00:01.149816600,3
1970-01-01 00:00:01.150075800,3
