,avg_vol_126,vol_dispersion_126,avg_pairwise_corr_63,PC1_var,cum_var_3,effective_dimension
2018-03-19,0.9268644768271996,0.9334349094269078,-0.07815083092966281,0.13152775187409319,0.4610996087664332,-0.10958799879715073
2018-03-20,0.9292628275235467,0.9329927610633959,-0.125780687074988,-0.024273114836536193,0.29177200600083436,0.04428739408964613
2018-03-21,0.9294844746317642,0.9329870445024244,-0.3157093784467233,-0.022095520296946846,0.2877150190362776,0.04166326884218708
2018-03-22,0.926856321847919,0.9278372380359685,-0.3101791852887629,-0.0510574101088022,0.2666308374324099,0.07102684282726535
2018-03-23,0.927917991913845,0.9269232499664256,-0.15950381779578343,-0.04577822582886284,0.302764717265158,0.06805465025283404
2018-03-26,0.9275252688514659,0.9262196902343615,0.2224738084410802,-0.34532570491317865,0.05451588116686986,0.3699668383327096
2018-03-27,0.9277941797714032,0.9221862409203402,-0.3686267746258095,-0.5904069163775469,-0.2565188942765535,0.6094559519528543
2018-03-28,0.9285157129827241,0.9207726276783269,0.05174490139659548,-0.7314878566041639,-0.4633480153100491,0.7454573060262362
2018-03-29,0.932092972898725,0.9228280507490586,0.2725620957317273,-0.76380853571939,-0.5892861032245675,0.7708690491882058
2018-04-03,0.9286708188417405,0.9207837424553512,0.17017516187068416,-1.0813342926099427,-0.9211973300996908,1.0872265748045098
2018-04-04,0.9221931399210285,0.9152360898018598,0.19141572483565106,-1.0750788148791184,-0.9266650554651249,1.0801065264232454
2018-04-05,0.921541711350053,0.9041638798245932,0.32033650550483456,-1.347780617014549,-1.3219099322814858,1.3440052196216217
2018-04-06,0.92540368297176,0.9033112627277271,-0.027751534508944815,-1.437744204168285,-1.50305389367842,1.4276775273299185
2018-04-09,0.9235086475878361,0.9018151923909142,-0.008823267566208888,-1.4341486919518769,-1.5091804033864848,1.4233461952047608
2018-04-10,0.9267502900759826,0.9032134449957331,0.2796061004209404,-1.482110629071155,-1.513769347374541,1.4745919723474632
2018-04-11,0.9239554399243862,0.8997605870751686,0.10372044785915617,-1.5290499619942295,-1.5813218382999887,1.5202048976337483
2018-04-12,0.9043535923221797,0.8797911423566077,0.0024472174608533423,-1.5194038585426355,-1.582088863960173,1.509765291030744
2018-04-13,0.8674090603516761,0.842019494841315,-0.09832490124415502,-1.5330310722057576,-1.604601388901074,1.5227889001120136
2018-04-16,0.8765613510475263,0.8503619665705184,-0.36494613170821005,-2.0886209856139777,-2.1732329096588434,2.080258037702073
2018-04-17,0.8809881215583438,0.8542447002367106,-0.5070712751073103,-2.292885407076062,-2.364410080164659,2.287065315167601
2018-04-18,0.8745311315877774,0.8445544214698836,0.05273789403620211,-2.3461770863563283,-2.3691135309086704,2.3442501734843084
2018-04-19,0.8492901363442276,0.8170783041278563,-0.014719862144944336,-2.383252378862203,-2.4138638102726513,2.381145097577119
2018-04-20,0.8415322365384801,0.808875193630596,0.029184957646622444,-2.3921220149488795,-2.4259414098390892,2.3898343462551725
2018-04-23,0.8407892516626683,0.8075961875830726,0.15808315982908525,-2.425944099181851,-2.4389918900897603,2.4254577574353156
2018-04-24,0.831120309706612,0.7971363436162998,0.2862215745029345,-2.4393691541984857,-2.43305390771371,2.440415889578188
2018-04-25,0.8281173401234585,0.7931691563480997,0.2711115527228581,-2.4038483391220526,-2.4473239279273145,2.4009245662938192
2018-04-26,0.8158032072906398,0.7816277221380528,0.04927484425644892,-2.3733555074195705,-2.4053525856578744,2.3710174768544077
2018-04-27,0.8167632423093043,0.780839868532917,0.2313343107418213,-2.4242110528374443,-2.42811072493437,2.424295679863958
2018-04-30,0.8242939038597105,0.7876957389087426,0.6071996861502836,-2.3957408141658205,-2.3998516498383786,2.3955697397471147
2018-05-01,0.8609341968929157,0.8253601551984382,0.8350526312625826,-2.011712687548703,-2.0405762152540143,2.0068682171945595
2018-05-02,0.8791012778577976,0.8438491094952949,0.9170610699312975,-1.8058636780300306,-1.852523364842616,1.7985448985628518
2018-05-03,0.8496742209216395,0.8132237596317989,0.8175855680252588,-1.7732693137200295,-1.8319202791958558,1.7649165654058545
2018-05-04,0.8516701276820928,0.815272183090374,0.6849891261181831,-1.7278338383390235,-1.7725815258568915,1.7203236695816544
2018-05-08,0.8278857714079091,0.7910345347377588,0.3818008747156093,-1.6423877089845613,-1.7540635581034616,1.6296918860338223
2018-05-09,0.8292274016450666,0.7901949322929341,0.1728276271711571,-1.428548272147033,-1.8299734221148392,1.3940414941311834
2018-05-10,0.8264225943168348,0.7861885234755727,1.7808543024855588,-1.3095272146003007,-1.6837300058775693,1.2765366184041134
2018-05-11,0.8301357109207098,0.7899862896888494,2.5774699382206783,-1.154838371237093,-1.6548269382759726,1.112198663694211
