Date,open,high,low,close,volume,dividends,stock splits,capital gains,symbol,returns,log_returns,cum_returns,vol_21d,vol_63d,vol_252d,sma_50,sma_200,trend_50_200
2012-01-23,102.71544677659037,103.29342562247592,102.30149298083002,102.7935562133789,129295800,0.0,0.0,0.0,SPY,-0.0025764426835335197,-0.002579767423880703,0.032235414228934056,,,,,,False
2012-01-24,102.16087521039726,102.70760532667052,102.00466830829386,102.6763687133789,103083300,0.0,0.0,0.0,SPY,-0.0011400276857504998,-0.0011406780116192865,0.03105863727850089,,,,,,False
2012-01-25,102.52015962415814,103.77764496985225,102.12183019831362,103.5355224609375,198613200,0.0,0.0,0.0,SPY,0.008367589916983942,0.008332775708998819,0.039686113135611656,,,,,,False
2012-01-26,103.9963379050189,104.19159953226665,102.59826989776758,103.0044174194336,184880500,0.0,0.0,0.0,SPY,-0.005129689104570678,-0.0051428911272594045,0.03435284660888649,,,,,,False
2012-01-27,102.50454926784217,103.13719504029324,102.43424602370666,102.95755767822266,135259100,0.0,0.0,0.0,SPY,-0.0004549294329788678,-0.0004550329447682599,0.03388228905487867,,,,,,False
2012-01-30,101.93436344838855,102.66074281244109,101.5828949447991,102.60606384277344,147311800,0.0,0.0,0.0,SPY,-0.003413968273681789,-0.0034198091608933297,0.030352647721323844,,,,,,False
2012-01-31,103.1137620255064,103.23872040766769,102.0671506604114,102.56703186035156,157212000,0.0,0.0,0.0,SPY,-0.0003804061958919691,-0.00038047856868352644,0.029960695190176967,,,,,,False
2012-02-01,103.32462304102518,103.98851724833956,103.19966467453519,103.46521759033203,166234500,0.0,0.0,0.0,SPY,0.00875706076006355,0.008718940091838325,0.03898012357843461,,,,,,False
2012-02-02,103.66825085756804,103.89476091221698,103.26211544547044,103.62919616699219,113090400,0.0,0.0,0.0,SPY,0.0015848666873676809,0.0015836121115413515,0.040626768565131144,0.07344557163401391,,,,,False
2012-02-03,104.66020283279988,105.14444771877145,104.48056552313633,105.08196258544922,160598500,0.0,0.0,0.0,SPY,0.014018891125199717,0.013921535296435434,0.05521520193561402,0.08454453040616076,,,,,False
2012-02-06,104.64462587442608,105.0585796417199,104.52747364512632,105.01171875,107694500,0.0,0.0,0.0,SPY,-0.000668467106256232,-0.0006686906300100408,0.054509825283098445,0.0852489260080674,,,,,False
2012-02-07,104.79296161651197,105.45685561811545,104.37900810608768,105.27720642089844,135528100,0.0,0.0,0.0,SPY,0.0025281718465202108,0.002524981396283708,0.05717580733525818,0.08334986190545511,,,,,False
2012-02-08,105.33194435543189,105.6131216065505,104.90236634430273,105.58969116210938,139361400,0.0,0.0,0.0,SPY,0.002968208901380054,0.002963812466881139,0.06031372597691442,0.0833579668948532,,,,,False
2012-02-09,105.76149733105183,105.90207996442025,105.09760311484112,105.72244262695312,148602900,0.0,0.0,0.0,SPY,0.0012572388779878985,0.0012564492149837922,0.06164679361607672,0.08047414142047514,,,,,False
2012-02-10,104.78519933649224,105.0273218401028,104.53525874062098,104.94140625,167907500,0.0,0.0,0.0,SPY,-0.0073876119161288,-0.007415035467555961,0.053803759112838634,0.08702654542677844,,,,,False
2012-02-13,105.69120601436762,105.84741291294002,105.23819766603198,105.72244262695312,115841900,0.0,0.0,0.0,SPY,0.007442594919039536,0.0074150354675558815,0.0616467936160765,0.08913320385991043,,,,,False
2012-02-14,105.44129040209883,105.6521763198941,104.8555054554205,105.58969116210938,165329500,0.0,0.0,0.0,SPY,-0.001255660213150489,-0.0012564492149838983,0.06031372597691398,0.08607423268465945,,,,,False
2012-02-15,105.93331284194815,106.08951971743916,104.88670174873499,105.09758758544922,195195100,0.0,0.0,0.0,SPY,-0.00466052671661521,-0.00467142083264454,0.055372105529004845,0.08913814081587289,,,,,False
2012-02-16,105.10546016553008,106.35512773514279,104.9180046670661,106.26140594482422,186567800,0.0,0.0,0.0,SPY,0.011073692423517967,0.011012828008566813,0.06705897161799368,0.08916008756129223,,,,,False
2012-02-17,106.62848762617725,106.71440323087013,106.19110342695006,106.54257202148438,129869400,0.0,0.0,0.0,SPY,0.00264598491013901,0.002642490454893288,0.06988239355512338,0.08836791164045407,,,,,False
2012-02-21,106.79246137112074,107.0424019172918,106.26135558723905,106.58939361572266,134042300,0.0,0.0,0.0,SPY,0.00043946371248515526,0.00043936717658950617,0.07035256804371759,0.08818708298436471,,,,,False
2012-02-22,106.42538777846812,106.65189792889112,106.05829498391225,106.2457504272461,124455300,0.0,0.0,0.0,SPY,-0.003223990463023685,-0.0032291987175311187,0.06690176157227179,0.08860287100061853,,,,,False
2012-02-23,106.19106349102495,106.79246057987845,105.83177693802138,106.71436309814453,137704300,0.0,0.0,0.0,SPY,0.004410648604899592,0.00440095020138446,0.07160749033851554,0.08853510000267645,,,,,False
2012-02-24,106.94864654541016,107.15953234870928,106.71434222820977,106.94864654541016,105539100,0.0,0.0,0.0,SPY,0.0021954256246663473,0.0021930191992713243,0.07396012488238912,0.0853369036257942,,,,,False
2012-02-27,106.23793400228274,107.41730976850984,106.06610284192884,107.12832641601562,145728900,0.0,0.0,0.0,SPY,0.0016800574519582057,0.0016786477341543388,0.0757644395933037,0.0817983920244884,,,,,False
2012-02-28,107.15955008887885,107.56569750229482,106.94866425066776,107.44072723388672,129355900,0.0,0.0,0.0,SPY,0.0029161364535643663,0.0029118927757504215,0.07890151549104996,0.08141671351194679,,,,,False
2012-02-29,107.59696398807417,107.9328201879541,106.64408628305301,107.01899719238281,185934700,0.0,0.0,0.0,SPY,-0.003925234427963664,-0.003932958379459804,0.07466657411806232,0.08186660033588687,,,,,False
2012-03-01,107.24549400159233,107.7766118237806,106.94869251513937,107.57353210449219,145023500,0.0,0.0,0.0,SPY,0.005181649302062885,0.005168270752717694,0.0802351194217914,0.08207893027431977,,,,,False
2012-03-02,107.50321485501998,107.64380938968674,107.00334568764455,107.24546813964844,120638300,0.0,0.0,0.0,SPY,-0.0030496717773018656,-0.0030543315024429136,0.07694075686524049,0.08052339592596412,,,,,False
2012-03-05,107.08146885323971,107.15956634447623,106.44100506885839,106.80809783935547,140765000,0.0,0.0,0.0,SPY,-0.00407821708348044,-0.0040865556895893,0.07254875867269628,0.0829969928484473,,,,,False
2012-03-06,105.71467312032284,105.77714636716266,104.94143261513128,105.24604034423828,202129900,0.0,0.0,0.0,SPY,-0.014624897612787735,-0.014732895695220198,0.05686284289238541,0.08754199168609847,,,,,False
2012-03-07,105.48811582950859,106.15200997969576,105.38657599251445,105.98017883300781,143692200,0.0,0.0,0.0,SPY,0.006975449968172898,0.006951234063049674,0.06423493677620229,0.0906580512727731,,,,,False
2012-03-08,106.62843333289307,107.25327269270018,106.4097413446335,107.0345687866211,116968900,0.0,0.0,0.0,SPY,0.009948935406824289,0.009899770571874333,0.07482294141987444,0.09626938922168163,,,,,False
2012-03-09,107.23768436433,107.72973554387994,107.10490789252614,107.44857025146484,122836800,0.0,0.0,0.0,SPY,0.0038679229480438337,0.0038604617674037243,0.07898027374007643,0.09657395338944283,,,,,False
2012-03-12,107.43293705358904,107.59695012719625,107.07365045788809,107.45636749267578,104003500,0.0,0.0,0.0,SPY,7.256719370651865e-05,7.256456083509006e-05,0.07905857231060653,0.09659804832634267,,,,,False
2012-03-13,108.03434322152971,109.44803529152001,107.85469396960733,109.39335632324219,184090500,0.0,0.0,0.0,SPY,0.018025817136415156,0.017865278451563885,0.09850948481455868,0.1088233867725351,,,,,False
2012-03-14,109.42459241665978,109.69795147351427,108.94033560202975,109.27619171142578,145163600,0.0,0.0,0.0,SPY,-0.0010710395562798514,-0.0010716135290136772,0.09733293770337359,0.10744874771137182,,,104.4226301574707,,False
2012-03-15,109.4402493984812,109.95574303181134,109.15907213646709,109.90888214111328,165118500,0.0,0.0,0.0,SPY,0.005789828688011811,0.005773132046025566,0.10368630742638896,0.10786267892721167,,,104.6291389465332,,False
2012-03-16,110.10809376209635,110.20222623257811,109.82568438060139,110.06102752685547,152893500,0.614,0.0,0.0,SPY,0.0013842865360675916,0.0013833292947562975,0.10521412552180154,0.10520679250142317,,,104.83556732177735,,False
2012-03-19,109.99044045645934,110.82981634210279,109.91198874226417,110.49250030517578,125291100,0.0,0.0,0.0,SPY,0.003920304834652111,0.00391264046423572,0.10954690180141036,0.10043223435204762,,,105.04531341552735,,False
2012-03-20,109.86493298683892,110.30423390013458,109.54329768601455,110.1708755493164,121729700,0.0,0.0,0.0,SPY,-0.0029108288342744038,-0.0029150735355927843,0.10631720068666706,0.10173455259632795,,,105.25378173828125,,False
2012-03-21,110.23366980196835,110.33564270871904,109.76298326138254,109.99048614501953,122388400,0.0,0.0,0.0,SPY,-0.0016373601770653945,-0.0016387021162653636,0.10450576095906028,0.10228990343261242,,,105.4538003540039,,False
2012-03-22,109.18246552164551,109.47272739291763,108.8373089767104,109.19815826416016,135216700,0.0,0.0,0.0,SPY,-0.007203603771827272,-0.007229675005486542,0.09654933909341068,0.10549257987172149,,,105.62063293457031,,False
2012-03-23,109.29230592541056,109.67668835277544,108.68826100662275,109.5511703491211,120521000,0.0,0.0,0.0,SPY,0.003232765923642855,0.0032275517702870598,0.10009422643042498,0.10513707300664962,,,105.7934324645996,,False
2012-03-26,110.33560353725908,111.08869934082031,110.29638964784532,111.08869934082031,120164000,0.0,0.0,0.0,SPY,0.014034802063723983,0.013937226141878065,0.11553383114982152,0.11406870149033868,,,105.99213943481445,,False
2012-03-27,111.19068352260136,111.26128288718988,110.67293090884898,110.7435302734375,119868500,0.0,0.0,0.0,SPY,-0.00310714833669834,-0.003111985544638631,0.1120677020618337,0.1153487668362746,,,106.19440902709961,,False
2012-03-28,110.68863942350607,110.86122365268942,109.5433088089306,110.19441986083984,148562100,0.0,0.0,0.0,SPY,-0.004958397219610444,-0.004970730858047389,0.1065536286599118,0.11742917771209867,,,106.37788665771484,,False
2012-03-29,109.54329998768836,110.21010372584192,109.11183944947443,110.00613403320312,164963700,0.0,0.0,0.0,SPY,-0.0017086693489062332,-0.0017101307893611106,0.10466289439169962,0.11644960548259209,,,106.53525939941406,,False
2012-03-30,110.54745851970131,110.64944340173943,109.86497377389308,110.46116638183594,135486800,0.0,0.0,0.0,SPY,0.004136427051381286,0.0041278955555206,0.1092322518707185,0.11607051032245673,,,106.6909553527832,,False
2012-04-02,110.3277736549679,111.55939633311615,110.10812318511582,111.26913452148438,151741100,0.0,0.0,0.0,SPY,0.0073144994400611285,0.007287878224124755,0.11734573055592468,0.11674144008226879,,,106.8551564025879,,False
2012-04-03,111.11224251466868,111.30051947510509,110.1630292979577,110.81414031982422,155806700,0.0,0.0,0.0,SPY,-0.00408913220738949,-0.004097515570084555,0.11277675614231941,0.11674834875499251,0.09147914575884883,,107.01556808471679,,False
2012-04-04,109.99826783912579,110.09240030899363,109.30793113996266,109.71585845947266,146896000,0.0,0.0,0.0,SPY,-0.009911026311098747,-0.009960467478753234,0.10174799643381371,0.10930701044996459,0.09438813859743406,,107.15635787963868,,False
2012-04-05,109.33934923717635,109.98260792330649,109.2452047691659,109.66097259521484,137439400,0.0,0.0,0.0,SPY,-0.0005002546124914797,-0.0005003797815761546,0.10119684191679434,0.10808467560312277,0.0944460513482915,,107.27886688232422,,False
2012-04-09,108.2803388131891,109.70022688555626,108.13128767276493,108.42938995361328,127555900,0.0,0.0,0.0,SPY,-0.011230819975923678,-0.01129436183397837,0.08882949842717114,0.11240730191193413,0.09749413633487031,,107.38736633300782,,False
2012-04-10,108.21753174346173,108.52347427526944,106.49954215329119,106.60936737060547,235360300,0.0,0.0,0.0,SPY,-0.01678532530512644,-0.016927795399391023,0.07055314109425348,0.12678462796268675,0.103982876207571,,107.46040252685548,,False
2012-04-11,107.69978086064386,107.8958981782334,107.27617272147296,107.4722900390625,154133000,0.0,0.0,0.0,SPY,0.008094248092264333,0.00806166536984784,0.07921846381422326,0.13011728933164585,0.10381719436855097,,107.55772705078125,,False
2012-04-12,107.57427026676261,108.96277219738424,107.49581855506676,108.87648010253906,154321500,0.0,0.0,0.0,SPY,0.013065601030425533,0.01298098233109063,0.09331910168708868,0.12238239225570838,0.10656307881656453,,107.683916015625,,False
2012-04-13,108.62547614527098,108.9000452166436,107.48014558218145,107.5821304321289,169246700,0.0,0.0,0.0,SPY,-0.011888239491129271,-0.011959469707660937,0.08032146236600624,0.12891780049213883,0.1097099557457267,,107.76625427246094,,False
2012-04-16,108.13123819500686,108.2881296504857,107.14281125244443,107.51151275634766,147825300,0.0,0.0,0.0,SPY,-0.0006564071142446393,-0.0006566226437163347,0.07961233167243797,0.1267367726147386,0.10904649015271495,,107.84390060424805,,False
2012-04-17,108.13125755602861,109.3236543772592,108.02143232052401,109.10400390625,147877600,0.0,0.0,0.0,SPY,0.014812284834196277,0.01470365433999291,0.09560385703968088,0.13798284563314517,0.11233244981215555,,107.92434143066406,,False
2012-04-18,108.61761729881945,109.10398440195685,108.55485832259998,108.73528289794922,123884200,0.0,0.0,0.0,SPY,-0.0033795369106491835,-0.0033852604444150457,0.09190122336536577,0.13743246933257414,0.11090999944680945,,107.99881271362305,,False
2012-04-19,108.75098696697306,109.15890239983048,107.52721672829674,108.03711700439453,198666700,0.0,0.0,0.0,SPY,-0.006420785185337952,-0.006441487089098589,0.08489036016652896,0.13866738750654242,0.11155012887761152,,108.05401092529297,,False
2012-04-20,108.51561613776,108.90785070257368,108.15475507130986,108.21751403808594,143199600,0.0,0.0,0.0,SPY,0.0016697690450595548,0.0016683765306304578,0.0867018765072185,0.13891719170356623,0.11140890545106348,,108.1065673828125,,False
2012-04-23,107.11141597025896,107.40167770486651,106.64074164692587,107.30753326416016,171844900,0.0,0.0,0.0,SPY,-0.008408812399862797,-0.008444365911683656,0.07756400429309052,0.139684689765687,0.11273012580344219,,108.13826919555665,,False
2012-04-24,107.40167123823325,107.9900230845123,107.31537915531035,107.7154541015625,137484200,0.0,0.0,0.0,SPY,0.0038014184558521347,0.0037942113238226918,0.08166027598637227,0.13990498063468668,0.11283417881186232,,108.1937501525879,,False
2012-04-25,108.76665700030665,109.2373433395206,108.67252452048419,109.19027709960938,150252200,0.0,0.0,0.0,SPY,0.013691842181311253,0.013598955806814495,0.09647019777897126,0.13945209095570654,0.11477411733414343,,108.26310684204101,,False
2012-04-26,108.95495343020646,110.07675088575132,108.89219444240892,109.95123291015625,136291600,0.0,0.0,0.0,SPY,0.0069690803133752866,0.006944908511673399,0.10411158664851539,0.1416872869463581,0.1147542109972205,,108.35033767700196,,False
2012-04-27,110.28071920489093,110.44545108987644,109.6688339776936,110.13166809082031,130725000,0.0,0.0,0.0,SPY,0.0016410473615289245,0.0016397023146302494,0.10592348605461854,0.14079719860481618,0.11471814418732268,,108.45101928710938,,False
2012-04-30,109.91203953124527,109.99049128169202,109.42567219463378,109.72376251220703,115092200,0.0,0.0,0.0,SPY,-0.003703799149549769,-0.0037106751972035778,0.10182736758750233,0.14127294473439578,0.11476590516755553,,108.52026641845703,,False
2012-05-01,109.6609488758239,111.127914481992,109.53544289571185,110.40620422363281,138832200,0.0,0.0,0.0,SPY,0.006219634615153291,0.006200372515336005,0.1086803312228728,0.14223823607954683,0.11518037920310552,,108.5975390625,,False
2012-05-02,109.76300241352277,110.18662276797713,109.4021530434922,110.07679748535156,121081000,0.0,0.0,0.0,SPY,-0.002983589016555821,-0.0029880487912312434,0.1053724847637647,0.1400353413537558,0.11443873907738061,,108.66728713989258,,False
2012-05-03,110.09245757706283,110.1787497093458,109.03343083001455,109.23738861083984,143759700,0.0,0.0,0.0,SPY,-0.007625665841372475,-0.007654889894507505,0.0969432835647086,0.14171097319811776,0.11572580685182617,,108.72711990356446,,False
2012-05-04,108.66468668162115,109.2765717548964,107.4095310610277,107.4722900390625,193927300,0.0,0.0,0.0,SPY,-0.016158373925117653,-0.016290343994473645,0.0792184638142237,0.1483551461448771,0.11750679054561983,,108.74227844238281,,False
2012-05-07,107.08786674422682,107.91156164871998,107.04865286738494,107.55071258544922,127765900,0.0,0.0,0.0,SPY,0.0007297001520876201,0.000729434050373414,0.08000596969140461,0.1484624088488664,0.11748916012475112,,108.75431976318359,,False
2012-05-08,106.90744506310406,107.29183922079622,105.84056663751491,107.11925506591797,213377700,0.0,0.0,0.0,SPY,-0.004011665837996725,-0.004019734154884625,0.0756733466379611,0.14416660566866082,0.11773688097688607,,108.75413833618164,,False
2012-05-09,105.98182675301038,107.16637130513175,105.50329991300435,106.48388671875,220752500,0.0,0.0,0.0,SPY,-0.005931411180716162,-0.005949071869847566,0.06929308572291437,0.13324465674256986,0.11826212186690796,,108.7350015258789,,False
2012-05-10,107.22127005602471,107.35464038544445,106.46034576317926,106.70352935791016,150600000,0.0,0.0,0.0,SPY,0.002062684279550142,0.0020605598671580238,0.07149869976106671,0.13021896505681857,0.11830342754642693,,108.72869216918946,,False
2012-05-11,106.03672851768448,107.3703241182137,105.98966226837982,106.38189697265625,153032400,0.0,0.0,0.0,SPY,-0.003014261919819683,-0.003018813956936491,0.06826892203324064,0.12099526263074202,0.11748780298929233,,108.70485946655273,,False
2012-05-14,105.36209933472394,106.38191210491624,105.04831631469013,105.20520782470703,163910000,0.0,0.0,0.0,SPY,-0.011060990463928944,-0.011122618081984356,0.05645280967371935,0.12009436118731628,0.11870144885868456,,108.6640542602539,,False
2012-05-15,105.13456527421691,105.75429067385406,104.4363881667548,104.60111999511719,207629300,0.0,0.0,0.0,SPY,-0.005741995496994501,-0.005758544131667329,0.050386662397785775,0.12117902237807308,0.11922457931261259,,108.61991470336915,,False
2012-05-16,105.07182651966363,105.55035330135297,104.17753194061088,104.20106506347656,207265500,0.0,0.0,0.0,SPY,-0.0038245759859866224,-0.0038319083782211447,0.04636937879277858,0.10628001050920614,0.11910688934801245,,108.5990151977539,,False
2012-05-17,104.22459353520186,104.35011149825232,102.60073630962256,102.65565490722656,247992900,0.0,0.0,0.0,SPY,-0.014831039925633949,-0.014942119449740752,0.030850632758942176,0.1149754847857588,0.12048222720061598,,108.53252471923828,,False
2012-05-18,103.05573840955302,103.23617498502225,101.62801036529854,101.77706146240234,319615900,0.0,0.0,0.0,SPY,-0.008558646336806586,-0.00859548187585585,0.022027946767085194,0.11607784810497744,0.12136648538823482,,108.4273745727539,,False
2012-05-21,102.10652546685039,103.56563882230357,101.94178164943813,103.52641296386719,177861100,0.0,0.0,0.0,SPY,0.017188072403830246,0.01704202858656949,0.03959463711485589,0.13459886540742114,0.12651743093203838,,108.34893142700196,,False
2012-05-22,103.79313261814458,104.51484294782321,103.03219642890751,103.70684051513672,197531200,0.0,0.0,0.0,SPY,0.0017428166021022928,0.0017412996594941136,0.04140645990787628,0.13316497569044342,0.12646180452525338,,108.27394088745118,,False
2012-05-23,102.96157215358184,103.91078505701921,101.97314537012504,103.76173400878906,204958400,0.0,0.0,0.0,SPY,0.0005293141067617135,0.0005291740694635376,0.041957691037978195,0.1319726950589619,0.12610534673903281,,108.1613084411621,,False
2012-05-24,104.04418812304063,104.20892000611401,103.0949748113245,103.96573638916016,167357600,0.0,0.0,0.0,SPY,0.0019660656437547885,0.0019641354661868184,0.044006248256573954,0.12043635249189356,0.12608688768961235,,108.0550993347168,,False
2012-05-25,103.92648526274218,104.21674703150819,103.37735916920673,103.6283950805664,135465600,0.0,0.0,0.0,SPY,-0.0032447354321718525,-0.0032500110011590565,0.040618724191447075,0.11562798818779016,0.12613853181307716,,107.92948959350586,,False
2012-05-29,104.45992916041952,105.06396187002024,102.8988310293903,104.88353729248047,152883500,0.0,0.0,0.0,SPY,0.012111952625901923,0.012039189871174978,0.05322264888048034,0.12591658098422925,0.12846887895344294,,107.82593978881836,,False
2012-05-30,103.98927231370767,104.87572665618507,103.14989619485785,103.3616943359375,162370400,0.0,0.0,0.0,SPY,-0.014509836298704615,-0.014616133462718938,0.037940560659136535,0.13281780875730342,0.13137733088811082,,107.68332366943359,,False
2012-05-31,103.3224550997965,103.90295471158073,102.24772403653257,103.1341781616211,196186000,0.0,0.0,0.0,SPY,-0.002201165294146157,-0.00220359141932775,0.0356558819196271,0.12874783087933223,0.13090437711704733,,107.54258972167969,,False
2012-06-01,101.51819207571974,103.15773031591264,100.53760528564453,100.53760528564453,253240900,0.0,0.0,0.0,SPY,-0.025176647763726634,-0.02549900159242605,0.009581538576104887,0.14953560911967678,0.13974493415269898,,107.35353210449219,,False
2012-06-04,100.71801512709095,100.9925841760515,99.73742848087733,100.49052429199219,202545800,0.0,0.0,0.0,SPY,-0.0004682923719794285,-0.00046840205509610344,0.009108759242698383,0.14956418573648128,0.1396067546013411,,107.17937942504882,,False
2012-06-05,100.29442040779303,101.4005192467934,100.23950778436787,101.25148010253906,164149400,0.0,0.0,0.0,SPY,0.007572413577381587,0.0075438867743444415,0.016750148112242513,0.14768504306633895,0.13780290641804713,,107.01338562011719,,False
2012-06-06,101.95747438682297,103.57347920597029,101.92608891205329,103.52641296386719,184202800,0.0,0.0,0.0,SPY,0.022468144258476652,0.022219453690064124,0.03959463711485589,0.17149886154152746,0.1445713614522777,,106.86213989257813,,False
2012-06-07,104.70310960965502,104.75017584848246,103.37735468911265,103.58916473388672,184772700,0.0,0.0,0.0,SPY,0.0006061426086638733,0.0006059589784331787,0.040224779720149595,0.17148055457802547,0.1430709416461422,,106.71905258178711,,False
2012-06-08,103.32246797737105,104.43641306779621,102.99298030198563,104.41287994384766,143915400,0.0,0.0,0.0,SPY,0.007951750668875546,0.00792030210361914,0.048496387808070196,0.17372888848068613,0.1438065382361781,,106.60342178344726,,False
2012-06-11,105.25226673009811,105.3150257237329,102.98515045402812,103.0871353149414,169756100,0.0,0.0,0.0,SPY,-0.012697136882147353,-0.01277843442175609,0.03518348565163398,0.1780513014722526,0.14588361588279447,,106.46504180908204,,False
2012-06-12,103.38522082430558,104.34227448568994,102.89101322346538,104.27167510986328,181931800,0.0,0.0,0.0,SPY,0.011490665554950041,0.011425149263704781,0.0470784328732643,0.1835836153400513,0.14304707730690247,,106.34125198364258,,False
2012-06-13,103.96569223411358,104.61680304461682,103.25182245717097,103.60484313964844,172223900,0.0,0.0,0.0,SPY,-0.0063951400944911585,-0.00641567660563663,0.04038221960511956,0.1810200920916157,0.14349566742661798,,106.18796615600586,,False
2012-06-14,103.81668593455038,105.11890811687087,103.53427644886708,104.70314025878906,230615500,0.0,0.0,0.0,SPY,0.010600827971528615,0.010545033162421046,0.05141113253979057,0.18407481670656597,0.14471184878576437,,106.06574615478516,,False
2012-06-15,105.1746671700979,105.86856889773033,104.95387861602298,105.7739486694336,169444500,0.688,0.0,0.0,SPY,0.01022708973195896,0.010175146898918226,0.06216400853745552,0.18670700065734694,0.1463086117147162,,105.98690795898438,,False
2012-06-18,105.33235896433168,106.23916812925805,105.09579638980712,105.97895050048828,131360900,0.0,0.0,0.0,SPY,0.0019381126792890058,0.001936236962086699,0.06422260206988639,0.17786835550928864,0.14611390180442918,,105.91326751708985,,False
2012-06-19,106.51514883622036,107.43773195299572,105.95528453523475,107.00403594970703,137382600,0.0,0.0,0.0,SPY,0.009672538219880122,0.009626058698358324,0.07451633586286754,0.17597882024433972,0.14747310443665257,,105.88476043701172,,False
2012-06-20,107.01193786125441,107.31946559234486,105.87644715197516,106.83056640625,206451800,0.0,0.0,0.0,SPY,-0.0016211495381217578,-0.001622465022958227,0.07277438420127913,0.1680074816354428,0.14747256426578728,,105.8891844177246,,False
2012-06-21,106.95676309320923,107.06715738412048,104.34671719003423,104.43345642089844,205272200,0.0,0.0,0.0,SPY,-0.02243842812024366,-0.02269399997104789,0.048703013292139996,0.18741986907223854,0.15335141013433568,,105.82840774536133,,False
2012-06-22,104.97752954273132,105.43488068162729,104.57536952414566,105.23774719238281,130029200,0.0,0.0,0.0,SPY,0.0077014665515122704,0.007671961648513739,0.05677956447147947,0.18912167330209687,0.15407144954217375,,105.7556330871582,,False
2012-06-25,104.12592710443464,104.16535621463537,103.179688619993,103.55030059814453,146375700,0.0,0.0,0.0,SPY,-0.016034613427760802,-0.01616455879630673,0.03983451267682181,0.197735814962703,0.1542064531719783,,105.67499649047852,,False
2012-06-26,103.84992829430904,104.38613768596484,103.2427537283688,104.07071685791016,141634000,0.0,0.0,0.0,SPY,0.005025733935676735,0.00501314708935946,0.0450604442746696,0.1981622621644657,0.154626683265198,,105.60618057250977,,False
2012-06-27,104.4176860228722,105.21410114715782,104.06284807767865,105.00908660888672,108088000,0.0,0.0,0.0,SPY,0.009016655014087549,0.008976247691225554,0.05448339376956346,0.19611255974863367,0.15567280867425703,,105.5242822265625,,False
2012-06-28,104.3151522705026,104.86713566814126,103.5187373024779,104.70941925048828,169242100,0.0,0.0,0.0,SPY,-0.002853727882755175,-0.0028578075274820944,0.05147418510686097,0.18918327073559063,0.1557192834801811,,105.44376495361328,,False
2012-06-29,106.60979308545974,107.45353023050241,106.33381340809045,107.3194808959961,212250900,0.0,0.0,0.0,SPY,0.024926713032988657,0.02462111055415077,0.0776839803806153,0.20651468686736368,0.16370957853112314,,105.42941223144531,,False
2012-07-02,107.61915194171078,107.75320132144597,106.86216579354995,107.64280700683594,129524500,0.0,0.0,0.0,SPY,0.003012743894588832,0.0030082146763378355,0.08093076621280315,0.1813696214559361,0.16311003538583835,,105.41791809082031,,False
